emotion,phrase,language
afraid,afraid with booking,en
afraid,afraid with password,en
afraid,afraid with medconnect,en
afraid,afraid with the website,en
afraid,afraid with registration,en
afraid,afraid about my appointment,en
afraid,afraid about my health,en
afraid,afraid about my records,en
afraid,so afraid,en
afraid,afraid so,en
afraid,very afraid,en
afraid,afraid very,en
afraid,really afraid,en
afraid,afraid really,en
afraid,super afraid,en
afraid,afraid super,en
afraid,extremely afraid,en
afraid,afraid extremely,en
afraid,quite afraid,en
afraid,afraid quite,en
afraid,frightened,en
afraid,frightened with login,en
afraid,frightened with sign in,en
afraid,frightened with my account,en
afraid,frightened with appointment,en
afraid,frightened with booking,en
afraid,frightened with password,en
afraid,frightened with medconnect,en
afraid,frightened with the website,en
afraid,frightened with registration,en
afraid,frightened about my appointment,en
afraid,frightened about my health,en
afraid,frightened about my records,en
afraid,so frightened,en
afraid,frightened so,en
afraid,very frightened,en
afraid,frightened very,en
afraid,really frightened,en
afraid,frightened really,en
afraid,super frightened,en
afraid,frightened super,en
afraid,extremely frightened,en
afraid,frightened extremely,en
afraid,quite frightened,en
afraid,frightened quite,en
afraid,so scared with login,en
afraid,so scared with sign in,en
afraid,so scared with my account,en
afraid,so scared with appointment,en
afraid,so scared with booking,en
afraid,so scared with password,en
afraid,so scared with medconnect,en
afraid,so scared with the website,en
afraid,so scared with registration,en
afraid,so scared about my appointment,en
afraid,so scared about my health,en
afraid,so scared about my records,en
afraid,so so scared,en
afraid,so scared so,en
afraid,very so scared,en
afraid,so scared very,en
afraid,really so scared,en
afraid,so scared really,en
afraid,super so scared,en
afraid,so scared super,en
afraid,extremely so scared,en
afraid,so scared extremely,en
afraid,quite so scared,en
afraid,so scared quite,en
afraid,i'm afraid with login,en
afraid,i'm afraid with sign in,en
afraid,i'm afraid with my account,en
afraid,i'm afraid with appointment,en
afraid,i'm afraid with booking,en
afraid,i'm afraid with password,en
afraid,i'm afraid with medconnect,en
afraid,i'm afraid with the website,en
afraid,i'm afraid with registration,en
afraid,i'm afraid about my appointment,en
afraid,i'm afraid about my health,en
afraid,i'm afraid about my records,en
afraid,so i'm afraid,en
afraid,i'm afraid so,en
afraid,very i'm afraid,en
afraid,i'm afraid very,en
afraid,really i'm afraid,en
afraid,i'm afraid really,en
afraid,super i'm afraid,en
afraid,i'm afraid super,en
afraid,extremely i'm afraid,en
afraid,i'm afraid extremely,en
afraid,quite i'm afraid,en
afraid,i'm afraid quite,en
afraid,natakot ako sa login,fil
afraid,natakot ako sa account ko,fil
afraid,natakot ako sa appointment,fil
afraid,natakot ako sa password,fil
afraid,natakot ako sa medconnect,fil
afraid,natakot ako sa pag-book,fil
afraid,natakot ako sa registration,fil
afraid,natakot ako tungkol sa appointment,fil
afraid,natakot ako sa kalusugan ko,fil
afraid,sobrang natakot ako,fil
afraid,natakot ako sobrang,fil
afraid,talaga natakot ako,fil
afraid,natakot ako talaga,fil
afraid,grabe natakot ako,fil
afraid,natakot ako grabe,fil
afraid,napaka natakot ako,fil
afraid,natakot ako napaka,fil
afraid,super natakot ako,fil
afraid,natakot ako super,fil
afraid,takot ako sa login,fil
afraid,takot ako sa account ko,fil
afraid,takot ako sa appointment,fil
afraid,takot ako sa password,fil
afraid,takot ako sa medconnect,fil
afraid,takot ako sa pag-book,fil
afraid,takot ako sa registration,fil
afraid,takot ako tungkol sa appointment,fil
afraid,takot ako sa kalusugan ko,fil
afraid,sobrang takot ako,fil
afraid,takot ako sobrang,fil
afraid,talaga takot ako,fil
afraid,takot ako talaga,fil
afraid,grabe takot ako,fil
afraid,takot ako grabe,fil
afraid,napaka takot ako,fil
afraid,takot ako napaka,fil
afraid,super takot ako,fil
afraid,takot ako super,fil
afraid,nahadlok ako,fil
afraid,nahadlok ako sa login,fil
afraid,nahadlok ako sa account ko,fil
afraid,nahadlok ako sa appointment,fil
afraid,nahadlok ako sa password,fil
afraid,nahadlok ako sa medconnect,fil
afraid,nahadlok ako sa pag-book,fil
afraid,nahadlok ako sa registration,fil
afraid,nahadlok ako tungkol sa appointment,fil
afraid,nahadlok ako sa kalusugan ko,fil
afraid,sobrang nahadlok ako,fil
afraid,nahadlok ako sobrang,fil
afraid,talaga nahadlok ako,fil
afraid,nahadlok ako talaga,fil
afraid,grabe nahadlok ako,fil
afraid,nahadlok ako grabe,fil
afraid,napaka nahadlok ako,fil
afraid,nahadlok ako napaka,fil
afraid,super nahadlok ako,fil
afraid,nahadlok ako super,fil
afraid,afraid ako,fil
afraid,afraid ako sa login,fil
afraid,afraid ako sa account ko,fil
afraid,afraid ako sa appointment,fil
afraid,afraid ako sa password,fil
afraid,afraid ako sa medconnect,fil
afraid,afraid ako sa pag-book,fil
afraid,afraid ako sa registration,fil
afraid,afraid ako tungkol sa appointment,fil
afraid,afraid ako sa kalusugan ko,fil
afraid,sobrang afraid ako,fil
afraid,afraid ako sobrang,fil
afraid,talaga afraid ako,fil
afraid,afraid ako talaga,fil
afraid,grabe afraid ako,fil
afraid,afraid ako grabe,fil
afraid,napaka afraid ako,fil
afraid,afraid ako napaka,fil
afraid,super afraid ako,fil
afraid,afraid ako super,fil
afraid,natatakot ako,fil
afraid,natatakot ako sa login,fil
afraid,natatakot ako sa account ko,fil
afraid,natatakot ako sa appointment,fil
afraid,natatakot ako sa password,fil
afraid,natatakot ako sa medconnect,fil
afraid,natatakot ako sa pag-book,fil
afraid,natatakot ako sa registration,fil
afraid,natatakot ako tungkol sa appointment,fil
afraid,natatakot ako sa kalusugan ko,fil
afraid,sobrang natatakot ako,fil
afraid,natatakot ako sobrang,fil
afraid,talaga natatakot ako,fil
afraid,natatakot ako talaga,fil
afraid,grabe natatakot ako,fil
afraid,natatakot ako grabe,fil
afraid,napaka natatakot ako,fil
afraid,natatakot ako napaka,fil
afraid,super natatakot ako,fil
afraid,natatakot ako super,fil
afraid,nahadlok ko sa login,hil
afraid,nahadlok ko sa account ko,hil
afraid,nahadlok ko sa appointment,hil
afraid,nahadlok ko sa password,hil
afraid,nahadlok ko sa medconnect,hil
afraid,nahadlok ko sa pag-book,hil
afraid,nahadlok ko sa registration,hil
afraid,nahadlok ko parte sa appointment,hil
afraid,nahadlok ko sa akon kahimsog,hil
afraid,gid nahadlok ko,hil
afraid,nahadlok ko gid,hil
afraid,kaayo nahadlok ko,hil
afraid,nahadlok ko kaayo,hil
afraid,grabe nahadlok ko,hil
afraid,nahadlok ko grabe,hil
afraid,super nahadlok ko,hil
afraid,nahadlok ko super,hil
afraid,talaga nahadlok ko,hil
afraid,nahadlok ko talaga,hil
afraid,kulba gid ko sa login,hil
afraid,kulba gid ko sa account ko,hil
afraid,kulba gid ko sa appointment,hil
afraid,kulba gid ko sa password,hil
afraid,kulba gid ko sa medconnect,hil
afraid,kulba gid ko sa pag-book,hil
afraid,kulba gid ko sa registration,hil
afraid,kulba gid ko parte sa appointment,hil
afraid,kulba gid ko sa akon kahimsog,hil
afraid,gid kulba gid ko,hil
afraid,kulba gid ko gid,hil
afraid,kaayo kulba gid ko,hil
afraid,kulba gid ko kaayo,hil
afraid,grabe kulba gid ko,hil
afraid,kulba gid ko grabe,hil
afraid,super kulba gid ko,hil
afraid,kulba gid ko super,hil
afraid,talaga kulba gid ko,hil
afraid,kulba gid ko talaga,hil
afraid,basi delikado ni sa login,hil
afraid,basi delikado ni sa account ko,hil
afraid,basi delikado ni sa appointment,hil
afraid,basi delikado ni sa password,hil
afraid,basi delikado ni sa medconnect,hil
afraid,basi delikado ni sa pag-book,hil
afraid,basi delikado ni sa registration,hil
afraid,basi delikado ni parte sa appointment,hil
afraid,basi delikado ni sa akon kahimsog,hil
afraid,gid basi delikado ni,hil
afraid,basi delikado ni gid,hil
afraid,kaayo basi delikado ni,hil
afraid,basi delikado ni kaayo,hil
afraid,grabe basi delikado ni,hil
afraid,basi delikado ni grabe,hil
afraid,super basi delikado ni,hil
afraid,basi delikado ni super,hil
afraid,talaga basi delikado ni,hil
afraid,basi delikado ni talaga,hil
afraid,takot ko,hil
afraid,takot ko sa login,hil
afraid,takot ko sa account ko,hil
afraid,takot ko sa appointment,hil
afraid,takot ko sa password,hil
afraid,takot ko sa medconnect,hil
afraid,takot ko sa pag-book,hil
afraid,takot ko sa registration,hil
afraid,takot ko parte sa appointment,hil
afraid,takot ko sa akon kahimsog,hil
afraid,gid takot ko,hil
afraid,takot ko gid,hil
afraid,kaayo takot ko,hil
afraid,takot ko kaayo,hil
afraid,grabe takot ko,hil
afraid,takot ko grabe,hil
afraid,super takot ko,hil
afraid,takot ko super,hil
afraid,talaga takot ko,hil
afraid,takot ko talaga,hil
afraid,hadlok ko,hil
afraid,hadlok ko sa login,hil
afraid,hadlok ko sa account ko,hil
afraid,hadlok ko sa appointment,hil
afraid,hadlok ko sa password,hil
afraid,hadlok ko sa medconnect,hil
afraid,hadlok ko sa pag-book,hil
afraid,hadlok ko sa registration,hil
afraid,hadlok ko parte sa appointment,hil
afraid,hadlok ko sa akon kahimsog,hil
afraid,gid hadlok ko,hil
afraid,hadlok ko gid,hil
afraid,kaayo hadlok ko,hil
afraid,hadlok ko kaayo,hil
afraid,grabe hadlok ko,hil
afraid,hadlok ko grabe,hil
afraid,super hadlok ko,hil
afraid,hadlok ko super,hil
afraid,talaga hadlok ko,hil
afraid,hadlok ko talaga,hil
afraid,nahadlok gid ko,hil
afraid,nahadlok gid ko sa login,hil
afraid,nahadlok gid ko sa account ko,hil
afraid,nahadlok gid ko sa appointment,hil
afraid,nahadlok gid ko sa password,hil
afraid,nahadlok gid ko sa medconnect,hil
afraid,nahadlok gid ko sa pag-book,hil
afraid,nahadlok gid ko sa registration,hil
afraid,nahadlok gid ko parte sa appointment,hil
afraid,nahadlok gid ko sa akon kahimsog,hil
afraid,gid nahadlok gid ko,hil
afraid,nahadlok gid ko gid,hil
afraid,kaayo nahadlok gid ko,hil
afraid,nahadlok gid ko kaayo,hil
afraid,grabe nahadlok gid ko,hil
afraid,nahadlok gid ko grabe,hil
afraid,super nahadlok gid ko,hil
afraid,nahadlok gid ko super,hil
afraid,talaga nahadlok gid ko,hil
afraid,nahadlok gid ko talaga,hil
angry,angry,en
angry,angry with login,en
angry,angry with sign in,en
angry,angry with my account,en
angry,angry with appointment,en
angry,angry with booking,en
angry,angry with password,en
angry,angry with medconnect,en
angry,angry with the website,en
angry,angry with registration,en
angry,angry about my appointment,en
angry,angry about my health,en
angry,angry about my records,en
angry,angry so,en
angry,very angry,en
angry,angry very,en
angry,really angry,en
angry,angry really,en
angry,super angry,en
angry,angry super,en
angry,extremely angry,en
angry,angry extremely,en
angry,quite angry,en
angry,angry quite,en
angry,i'm angry with login,en
angry,i'm angry with sign in,en
angry,i'm angry with my account,en
angry,i'm angry with appointment,en
angry,i'm angry with booking,en
angry,i'm angry with password,en
angry,i'm angry with medconnect,en
angry,i'm angry with the website,en
angry,i'm angry with registration,en
angry,i'm angry about my appointment,en
angry,i'm angry about my health,en
angry,i'm angry about my records,en
angry,so i'm angry,en
angry,i'm angry so,en
angry,very i'm angry,en
angry,i'm angry very,en
angry,really i'm angry,en
angry,i'm angry really,en
angry,super i'm angry,en
angry,i'm angry super,en
angry,extremely i'm angry,en
angry,i'm angry extremely,en
angry,quite i'm angry,en
angry,i'm angry quite,en
angry,this system is terrible with login,en
angry,this system is terrible with sign in,en
angry,this system is terrible with my account,en
angry,this system is terrible with appointment,en
angry,this system is terrible with booking,en
angry,this system is terrible with password,en
angry,this system is terrible with medconnect,en
angry,this system is terrible with the website,en
angry,this system is terrible with registration,en
angry,this system is terrible about my appointment,en
angry,this system is terrible about my health,en
angry,this system is terrible about my records,en
angry,so this system is terrible,en
angry,this system is terrible so,en
angry,very this system is terrible,en
angry,this system is terrible very,en
angry,really this system is terrible,en
angry,this system is terrible really,en
angry,super this system is terrible,en
angry,this system is terrible super,en
angry,extremely this system is terrible,en
angry,this system is terrible extremely,en
angry,quite this system is terrible,en
angry,this system is terrible quite,en
angry,so angry with login,en
angry,so angry with sign in,en
angry,so angry with my account,en
angry,so angry with appointment,en
angry,so angry with booking,en
angry,so angry with password,en
angry,so angry with medconnect,en
angry,so angry with the website,en
angry,so angry with registration,en
angry,so angry about my appointment,en
angry,so angry about my health,en
angry,so angry about my records,en
angry,so so angry,en
angry,so angry so,en
angry,very so angry,en
angry,so angry very,en
angry,really so angry,en
angry,so angry really,en
angry,super so angry,en
angry,so angry super,en
angry,extremely so angry,en
angry,so angry extremely,en
angry,quite so angry,en
angry,so angry quite,en
angry,furious,en
angry,furious with login,en
angry,furious with sign in,en
angry,furious with my account,en
angry,furious with appointment,en
angry,furious with booking,en
angry,furious with password,en
angry,furious with medconnect,en
angry,furious with the website,en
angry,furious with registration,en
angry,furious about my appointment,en
angry,furious about my health,en
angry,furious about my records,en
angry,so furious,en
angry,furious so,en
angry,very furious,en
angry,furious very,en
angry,really furious,en
angry,furious really,en
angry,super furious,en
angry,furious super,en
angry,extremely furious,en
angry,furious extremely,en
angry,quite furious,en
angry,furious quite,en
angry,mad,en
angry,mad with login,en
angry,mad with sign in,en
angry,mad with my account,en
angry,mad with appointment,en
angry,mad with booking,en
angry,mad with password,en
angry,mad with medconnect,en
angry,mad with the website,en
angry,mad with registration,en
angry,mad about my appointment,en
angry,mad about my health,en
angry,mad about my records,en
angry,so mad,en
angry,mad so,en
angry,very mad,en
angry,mad very,en
angry,really mad,en
angry,mad really,en
angry,super mad,en
angry,mad super,en
angry,extremely mad,en
angry,mad extremely,en
angry,quite mad,en
angry,mad quite,en
angry,galit ako sa login,fil
angry,galit ako sa account ko,fil
angry,galit ako sa appointment,fil
angry,galit ako sa password,fil
angry,galit ako sa medconnect,fil
angry,galit ako sa pag-book,fil
angry,galit ako sa registration,fil
angry,galit ako tungkol sa appointment,fil
angry,galit ako sa kalusugan ko,fil
angry,sobrang galit ako,fil
angry,galit ako sobrang,fil
angry,talaga galit ako,fil
angry,galit ako talaga,fil
angry,grabe galit ako,fil
angry,galit ako grabe,fil
angry,napaka galit ako,fil
angry,galit ako napaka,fil
angry,super galit ako,fil
angry,galit ako super,fil
angry,badtrip ako sa login,fil
angry,badtrip ako sa account ko,fil
angry,badtrip ako sa appointment,fil
angry,badtrip ako sa password,fil
angry,badtrip ako sa medconnect,fil
angry,badtrip ako sa pag-book,fil
angry,badtrip ako sa registration,fil
angry,badtrip ako tungkol sa appointment,fil
angry,badtrip ako sa kalusugan ko,fil
angry,sobrang badtrip ako,fil
angry,badtrip ako sobrang,fil
angry,talaga badtrip ako,fil
angry,badtrip ako talaga,fil
angry,grabe badtrip ako,fil
angry,badtrip ako grabe,fil
angry,napaka badtrip ako,fil
angry,badtrip ako napaka,fil
angry,super badtrip ako,fil
angry,badtrip ako super,fil
angry,inis na ako,fil
angry,inis na ako sa login,fil
angry,inis na ako sa account ko,fil
angry,inis na ako sa appointment,fil
angry,inis na ako sa password,fil
angry,inis na ako sa medconnect,fil
angry,inis na ako sa pag-book,fil
angry,inis na ako sa registration,fil
angry,inis na ako tungkol sa appointment,fil
angry,inis na ako sa kalusugan ko,fil
angry,sobrang inis na ako,fil
angry,inis na ako sobrang,fil
angry,talaga inis na ako,fil
angry,inis na ako talaga,fil
angry,grabe inis na ako,fil
angry,inis na ako grabe,fil
angry,napaka inis na ako,fil
angry,inis na ako napaka,fil
angry,super inis na ako,fil
angry,inis na ako super,fil
angry,angry ako,fil
angry,angry ako sa login,fil
angry,angry ako sa account ko,fil
angry,angry ako sa appointment,fil
angry,angry ako sa password,fil
angry,angry ako sa medconnect,fil
angry,angry ako sa pag-book,fil
angry,angry ako sa registration,fil
angry,angry ako tungkol sa appointment,fil
angry,angry ako sa kalusugan ko,fil
angry,sobrang angry ako,fil
angry,angry ako sobrang,fil
angry,talaga angry ako,fil
angry,angry ako talaga,fil
angry,grabe angry ako,fil
angry,angry ako grabe,fil
angry,napaka angry ako,fil
angry,angry ako napaka,fil
angry,super angry ako,fil
angry,angry ako super,fil
angry,galit na galit ako,fil
angry,galit na galit ako sa login,fil
angry,galit na galit ako sa account ko,fil
angry,galit na galit ako sa appointment,fil
angry,galit na galit ako sa password,fil
angry,galit na galit ako sa medconnect,fil
angry,galit na galit ako sa pag-book,fil
angry,galit na galit ako sa registration,fil
angry,galit na galit ako tungkol sa appointment,fil
