local_term,english_term,synonym_group,language,status
suffering from abnormal proerythroblast morphology,Abnormal Proerythroblast Morphology,abnormal_proerythroblast_morphology,english,active
abnormal proerythroblast morphology symptom,Abnormal Proerythroblast Morphology,abnormal_proerythroblast_morphology,english,active
feeling of abnormal proerythroblast morphology,Abnormal Proerythroblast Morphology,abnormal_proerythroblast_morphology,english,active
complains of abnormal proerythroblast morphology,Abnormal Proerythroblast Morphology,abnormal_proerythroblast_morphology,english,active
with abnormal proerythroblast morphology,Abnormal Proerythroblast Morphology,abnormal_proerythroblast_morphology,english,active
abnormal proerythroblast morphology present,Abnormal Proerythroblast Morphology,abnormal_proerythroblast_morphology,english,active
ongoing abnormal proerythroblast morphology,Abnormal Proerythroblast Morphology,abnormal_proerythroblast_morphology,english,active
persistent abnormal proerythroblast morphology,Abnormal Proerythroblast Morphology,abnormal_proerythroblast_morphology,english,active
i have abnormal prolactin level,Abnormal Prolactin Level,abnormal_prolactin_level,english,active
experiencing abnormal prolactin level,Abnormal Prolactin Level,abnormal_prolactin_level,english,active
suffering from abnormal prolactin level,Abnormal Prolactin Level,abnormal_prolactin_level,english,active
abnormal prolactin level symptom,Abnormal Prolactin Level,abnormal_prolactin_level,english,active
feeling of abnormal prolactin level,Abnormal Prolactin Level,abnormal_prolactin_level,english,active
complains of abnormal prolactin level,Abnormal Prolactin Level,abnormal_prolactin_level,english,active
with abnormal prolactin level,Abnormal Prolactin Level,abnormal_prolactin_level,english,active
abnormal prolactin level present,Abnormal Prolactin Level,abnormal_prolactin_level,english,active
ongoing abnormal prolactin level,Abnormal Prolactin Level,abnormal_prolactin_level,english,active
persistent abnormal prolactin level,Abnormal Prolactin Level,abnormal_prolactin_level,english,active
i have abnormal prominence of the crus of the ear,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,english,active
experiencing abnormal prominence of the crus of the ear,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,english,active
suffering from abnormal prominence of the crus of the ear,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,english,active
abnormal prominence of the crus of the ear symptom,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,english,active
feeling of abnormal prominence of the crus of the ear,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,english,active
complains of abnormal prominence of the crus of the ear,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,english,active
with abnormal prominence of the crus of the ear,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,english,active
abnormal prominence of the crus of the ear present,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,english,active
ongoing abnormal prominence of the crus of the ear,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,english,active
persistent abnormal prominence of the crus of the ear,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,english,active
i have abnormal proportion of cd19+/cd21low b cells,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19_cd21low_b_cells,english,active
experiencing abnormal proportion of cd19+/cd21low b cells,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19_cd21low_b_cells,english,active
suffering from abnormal proportion of cd19+/cd21low b cells,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19_cd21low_b_cells,english,active
abnormal proportion of cd19+/cd21low b cells symptom,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19_cd21low_b_cells,english,active
feeling of abnormal proportion of cd19+/cd21low b cells,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19_cd21low_b_cells,english,active
complains of abnormal proportion of cd19+/cd21low b cells,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19_cd21low_b_cells,english,active
with abnormal proportion of cd19+/cd21low b cells,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19_cd21low_b_cells,english,active
abnormal proportion of cd19+/cd21low b cells present,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19_cd21low_b_cells,english,active
ongoing abnormal proportion of cd19+/cd21low b cells,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19_cd21low_b_cells,english,active
persistent abnormal proportion of cd19+/cd21low b cells,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19_cd21low_b_cells,english,active
i have abnormal proportion of cd19+cd27+igd- cells,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19_cd27_igd_cells,english,active
experiencing abnormal proportion of cd19+cd27+igd- cells,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19_cd27_igd_cells,english,active
suffering from abnormal proportion of cd19+cd27+igd- cells,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19_cd27_igd_cells,english,active
abnormal proportion of cd19+cd27+igd- cells symptom,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19_cd27_igd_cells,english,active
feeling of abnormal proportion of cd19+cd27+igd- cells,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19_cd27_igd_cells,english,active
complains of abnormal proportion of cd19+cd27+igd- cells,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19_cd27_igd_cells,english,active
with abnormal proportion of cd19+cd27+igd- cells,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19_cd27_igd_cells,english,active
abnormal proportion of cd19+cd27+igd- cells present,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19_cd27_igd_cells,english,active
ongoing abnormal proportion of cd19+cd27+igd- cells,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19_cd27_igd_cells,english,active
persistent abnormal proportion of cd19+cd27+igd- cells,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19_cd27_igd_cells,english,active
i have abnormal proportion of cd19+cd38+igm+ cells,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19_cd38_igm_cells,english,active
experiencing abnormal proportion of cd19+cd38+igm+ cells,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19_cd38_igm_cells,english,active
suffering from abnormal proportion of cd19+cd38+igm+ cells,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19_cd38_igm_cells,english,active
abnormal proportion of cd19+cd38+igm+ cells symptom,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19_cd38_igm_cells,english,active
feeling of abnormal proportion of cd19+cd38+igm+ cells,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19_cd38_igm_cells,english,active
complains of abnormal proportion of cd19+cd38+igm+ cells,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19_cd38_igm_cells,english,active
with abnormal proportion of cd19+cd38+igm+ cells,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19_cd38_igm_cells,english,active
abnormal proportion of cd19+cd38+igm+ cells present,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19_cd38_igm_cells,english,active
ongoing abnormal proportion of cd19+cd38+igm+ cells,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19_cd38_igm_cells,english,active
persistent abnormal proportion of cd19+cd38+igm+ cells,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19_cd38_igm_cells,english,active
i have abnormal proportion of cd4+ memory t cells,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4_memory_t_cells,english,active
experiencing abnormal proportion of cd4+ memory t cells,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4_memory_t_cells,english,active
suffering from abnormal proportion of cd4+ memory t cells,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4_memory_t_cells,english,active
abnormal proportion of cd4+ memory t cells symptom,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4_memory_t_cells,english,active
feeling of abnormal proportion of cd4+ memory t cells,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4_memory_t_cells,english,active
complains of abnormal proportion of cd4+ memory t cells,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4_memory_t_cells,english,active
with abnormal proportion of cd4+ memory t cells,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4_memory_t_cells,english,active
abnormal proportion of cd4+ memory t cells present,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4_memory_t_cells,english,active
ongoing abnormal proportion of cd4+ memory t cells,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4_memory_t_cells,english,active
persistent abnormal proportion of cd4+ memory t cells,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4_memory_t_cells,english,active
i have abnormal proportion of cd4+ t cells,Abnormal Proportion of CD4+ T Cells,abnormal_proportion_of_cd4_t_cells,english,active
experiencing abnormal proportion of cd4+ t cells,Abnormal Proportion of CD4+ T Cells,abnormal_proportion_of_cd4_t_cells,english,active
suffering from abnormal proportion of cd4+ t cells,Abnormal Proportion of CD4+ T Cells,abnormal_proportion_of_cd4_t_cells,english,active
abnormal proportion of cd4+ t cells symptom,Abnormal Proportion of CD4+ T Cells,abnormal_proportion_of_cd4_t_cells,english,active
feeling of abnormal proportion of cd4+ t cells,Abnormal Proportion of CD4+ T Cells,abnormal_proportion_of_cd4_t_cells,english,active
complains of abnormal proportion of cd4+ t cells,Abnormal Proportion of CD4+ T Cells,abnormal_proportion_of_cd4_t_cells,english,active
with abnormal proportion of cd4+ t cells,Abnormal Proportion of CD4+ T Cells,abnormal_proportion_of_cd4_t_cells,english,active
