correct_term,misspelling,term_type,status
abnormal ankle physiology,abnormal ankle phyisology,generated,active
abnormal ankle physiology,abnormal anklep hysiology,generated,active
abnormal antehelix,abnoral antehelix,generated,active
abnormal antehelix,abnormal anteheelix,generated,active
abnormal antehelix,abnormal antehlix,generated,active
abnormal antehelix,anbormal antehelix,generated,active
abnormal antehelix,abonrmal antehelix,generated,active
abnormal anterior chamber morphology,abnomral anterior chamber morphology,generated,active
abnormal anterior chamber morphology,abnormal nterior chamber morphology,generated,active
abnormal anterior chamber morphology,abnormal anterior chamber morfology,generated,active
abnormal anterior chamber morphology,ebnormal anterior chamber morphology,generated,active
abnormal anterior chamber morphology,abnormal anteiror chamber morphology,generated,active
abnormal anterior eye segment morphology,abnormal anteror eye segment morphology,generated,active
abnormal anterior eye segment morphology,abnormal anterior eye semgent morphology,generated,active
abnormal anterior eye segment morphology,abnormal anterior eye segment morpohlogy,generated,active
abnormal anterior eye segment morphology,abnormal naterior eye segment morphology,generated,active
abnormal anterior eye segment morphology,abnormal antreior eye segment morphology,generated,active
abnormal anterior fontanelle morphology,abnormal anterior fontaelle morphology,generated,active
abnormal anterior fontanelle morphology,abnormal anterior fontaanelle morphology,generated,active
abnormal anterior fontanelle morphology,abnomal anterior fontanelle morphology,generated,active
abnormal anterior fontanelle morphology,abnormal anterior fontanelle morhology,generated,active
abnormal anterior fontanelle morphology,abnormal anterior fontaneelle morphology,generated,active
abnormal anterior fontanelle morphology,abnormal anterior fontanelle morpholgy,generated,active
abnormal anterior horn cell morphology,abnormal atnerior horn cell morphology,generated,active
abnormal anterior horn cell morphology,abnormal anterior orn cell morphology,generated,active
abnormal anterior horn cell morphology,abnormal anterio horn cell morphology,generated,active
abnormal anterior horn cell morphology,abnormal anterior horn cell mrophology,generated,active
abnormal anterior horn cell morphology,abnormal anterior ohrn cell morphology,generated,active
abnormal anterior segment morphology,bnormal anterior segment morphology,generated,active
abnormal anterior segment morphology,abnormal anterior segmentt morphology,generated,active
abnormal anterior segment morphology,abnormal anterior segmen morphology,generated,active
abnormal anterior segment morphology,abnormal anterrior segment morphology,generated,active
abnormal anterior segment morphology,abnormal anterior segmnt morphology,generated,active
abnormal anterior segment morphology,abnormal aterior segment morphology,generated,active
abnormal anthelix,abnormal aanthelix,generated,active
abnormal anthelix,abnormal anthelex,generated,active
abnormal anthelix,abnnormal anthelix,generated,active
abnormal anthelix,abnormala nthelix,generated,active
abnormal anthelix,abnurmal anthelix,generated,active
abnormal antihelix,abnormala ntihelix,generated,active
abnormal antihelix,abnorma antihelix,generated,active
abnormal antihelix,abnormal antihilix,generated,active
abnormal antihelix morphology,abnormal antihelix morpholoogy,generated,active
abnormal antihelix morphology,abormal antihelix morphology,generated,active
abnormal antihelix morphology,abnormal antihlix morphology,generated,active
abnormal antihelix morphology,bnormal antihelix morphology,generated,active
abnormal antihelix morphology,abnormal antihelix morphoology,generated,active
abnormal antimullerian hormone level,abnromal antimullerian hormone level,generated,active
abnormal antimullerian hormone level,abnormal antimullerian hormnoe level,generated,active
abnormal antimullerian hormone level,abnormalantimullerian hormone level,generated,active
abnormal antimullerian hormone level,abnormal antiumllerian hormone level,generated,active
abnormal antimullerian hormone level,abnormal antimullerian hormone leel,generated,active
abnormal antitragus morphology,abnormal anttiragus morphology,generated,active
abnormal antitragus morphology,abnormaal antitragus morphology,generated,active
abnormal antitragus morphology,abnormal antitragus morpology,generated,active
abnormal antitragus morphology,abnrmal antitragus morphology,generated,active
abnormal antitragus morphology,abnormal antitragus morphhology,generated,active
abnormal antral follicle count,abnormal antral follicle cunt,generated,active
abnormal antral follicle count,abnormal  antral follicle count,generated,active
abnormal antral follicle count,abnormal antral folliicle count,generated,active
abnormal antral follicle count,abnormal antral follile count,generated,active
abnormal antral follicle count,anbormal antral follicle count,generated,active
abnormal anus morphology,abnormal anus moprhology,generated,active
abnormal anus morphology,abnrmal anus morphology,generated,active
abnormal anus morphology,abnormal anus morphlogy,generated,active
abnormal anus morphology,abnormal anus morpholoyg,generated,active
abnormal anus morphology,abnormal anus mrphology,generated,active
abnormal anus physiology,abnormal ans physiology,generated,active
abnormal anus physiology,abnormal anus physoilogy,generated,active
abnormal anus physiology,abnormal anusphysiology,generated,active
abnormal anus physiology,abnomal anus physiology,generated,active
abnormal anus physiology,abnormal anus physiollogy,generated,active
abnormal anus physiology,abnormal anuus physiology,generated,active
abnormal anus position,abnnormal anus position,generated,active
abnormal anus position,abnrmal anus position,generated,active
abnormal anus position,abnormal anus posiiton,generated,active
abnormal anus position,abnomal anus position,generated,active
abnormal anus position,abnurmal anus position,generated,active
abnormal anus position,abnormal nus position,generated,active
abnormal aorta morphology,abnormal aora morphology,generated,active
abnormal aorta morphology,abnormal aorta omrphology,generated,active
abnormal aorta morphology,abnormal arota morphology,generated,active
abnormal aorta morphology,abnormal aorta morpholoyg,generated,active
abnormal aortic arch morphology,abnormall aortic arch morphology,generated,active
abnormal aortic arch morphology,abnormal ortic arch morphology,generated,active
abnormal aortic arch morphology,abnormal aortiic arch morphology,generated,active
abnormal aortic arch morphology,abnormal aortic arch morrphology,generated,active
abnormal aortic arch morphology,abnormal aortic arch orphology,generated,active
abnormal aortic arch morphology,bnormal aortic arch morphology,generated,active
abnormal aortic morphology,abnormal aortic mrophology,generated,active
abnormal aortic morphology,banormal aortic morphology,generated,active
abnormal aortic morphology,abnormal  aortic morphology,generated,active
abnormal aortic physiology,abnormal  aortic physiology,generated,active
abnormal aortic physiology,abnormal aortik physiology,generated,active
abnormal aortic physiology,abnomal aortic physiology,generated,active
abnormal aortic physiology,abnormal aotic physiology,generated,active
abnormal aortic physiology,abnormal aortic physilogy,generated,active
abnormal aortic valve cusp morphology,abnormal aortic valve cusp moorphology,generated,active
abnormal aortic valve cusp morphology,abonrmal aortic valve cusp morphology,generated,active
abnormal aortic valve cusp morphology,abnormal aortic valvecusp morphology,generated,active
abnormal aortic valve cusp morphology,abnormal aorti valve cusp morphology,generated,active
abnormal aortic valve cusp morphology,abnormal aorrtic valve cusp morphology,generated,active
abnormal aortic valve cusp morphology,abnormal aortic valve cusp morpholoy,generated,active
abnormal aortic valve morphology,abnormal aorrtic valve morphology,generated,active
abnormal aortic valve morphology,abnormal aorticv alve morphology,generated,active
abnormal aortic valve morphology,abnormal aortic valvve morphology,generated,active
abnormal aortic valve morphology,abnrmal aortic valve morphology,generated,active
abnormal aortic valve morphology,abnorml aortic valve morphology,generated,active
abnormal aortic valve physiology,abnormal aortic valve hpysiology,generated,active
abnormal aortic valve physiology,abonrmal aortic valve physiology,generated,active
abnormal aortic valve physiology,abnormal oartic valve physiology,generated,active
abnormal aortic valve physiology,abnormal aorticc valve physiology,generated,active
abnormal aortic valve physiology,abnormal aortic valve physiolog,generated,active
abnormal apolipoprotein level,abnormal apolipoprotein leve,generated,active
abnormal apolipoprotein level,abnormal apoliporotein level,generated,active
abnormal apolipoprotein level,abnormal apoipoprotein level,generated,active
abnormal apolipoprotein level,abnormal apolipoproteinn level,generated,active
abnormal apolipoprotein level,abnnormal apolipoprotein level,generated,active
abnormal apoptosis,abnoormal apoptosis,generated,active
abnormal apoptosis,bnormal apoptosis,generated,active
abnormal apoptosis,abnormmal apoptosis,generated,active
abnormal appendicular skeleton morphology,abnormal appendicular skeletn morphology,generated,active
abnormal appendicular skeleton morphology,abnormalappendicular skeleton morphology,generated,active
abnormal appendicular skeleton morphology,abnormal appendicular skeleon morphology,generated,active
abnormal appendicular skeleton morphology,abnormal appendicular skeleton mophology,generated,active
abnormal appendicular skeleton morphology,abnorma appendicular skeleton morphology,generated,active
abnormal arachnoid mater morphology,abnormal arachnoid mater morphollogy,generated,active
abnormal arachnoid mater morphology,abnormal arachnoid mater morphhology,generated,active
abnormal arachnoid mater morphology,abnorrmal arachnoid mater morphology,generated,active
abnormal arachnoid mater morphology,abnormal arachnoid mater moorphology,generated,active
abnormal arachnoid mater morphology,abnormal arachnoidm ater morphology,generated,active
abnormal arachnoid mater morphology,abnormal arahcnoid mater morphology,generated,active
abnormal arcuate artery lumen morphology,abnormal arcuat artery lumen morphology,generated,active
