hiligaynon_term,english_term,synonym_group,status
i have abnormal morphology of phalanx of the 2nd toe,Abnormal Morphology of Phalanx of the 2nd Toe,abnormal_morphology_of_phalanx_of_the_2nd_toe,active
experiencing abnormal morphology of phalanx of the 2nd toe,Abnormal Morphology of Phalanx of the 2nd Toe,abnormal_morphology_of_phalanx_of_the_2nd_toe,active
suffering from abnormal morphology of phalanx of the 2nd toe,Abnormal Morphology of Phalanx of the 2nd Toe,abnormal_morphology_of_phalanx_of_the_2nd_toe,active
abnormal morphology of phalanx of the 2nd toe symptom,Abnormal Morphology of Phalanx of the 2nd Toe,abnormal_morphology_of_phalanx_of_the_2nd_toe,active
feeling of abnormal morphology of phalanx of the 2nd toe,Abnormal Morphology of Phalanx of the 2nd Toe,abnormal_morphology_of_phalanx_of_the_2nd_toe,active
complains of abnormal morphology of phalanx of the 2nd toe,Abnormal Morphology of Phalanx of the 2nd Toe,abnormal_morphology_of_phalanx_of_the_2nd_toe,active
with abnormal morphology of phalanx of the 2nd toe,Abnormal Morphology of Phalanx of the 2nd Toe,abnormal_morphology_of_phalanx_of_the_2nd_toe,active
abnormal morphology of phalanx of the 2nd toe present,Abnormal Morphology of Phalanx of the 2nd Toe,abnormal_morphology_of_phalanx_of_the_2nd_toe,active
ongoing abnormal morphology of phalanx of the 2nd toe,Abnormal Morphology of Phalanx of the 2nd Toe,abnormal_morphology_of_phalanx_of_the_2nd_toe,active
persistent abnormal morphology of phalanx of the 2nd toe,Abnormal Morphology of Phalanx of the 2nd Toe,abnormal_morphology_of_phalanx_of_the_2nd_toe,active
i have abnormal morphology of right ventricular trabeculae,Abnormal Morphology of Right Ventricular Trabeculae,abnormal_morphology_of_right_ventricular_trabeculae,active
experiencing abnormal morphology of right ventricular trabeculae,Abnormal Morphology of Right Ventricular Trabeculae,abnormal_morphology_of_right_ventricular_trabeculae,active
suffering from abnormal morphology of right ventricular trabeculae,Abnormal Morphology of Right Ventricular Trabeculae,abnormal_morphology_of_right_ventricular_trabeculae,active
abnormal morphology of right ventricular trabeculae symptom,Abnormal Morphology of Right Ventricular Trabeculae,abnormal_morphology_of_right_ventricular_trabeculae,active
feeling of abnormal morphology of right ventricular trabeculae,Abnormal Morphology of Right Ventricular Trabeculae,abnormal_morphology_of_right_ventricular_trabeculae,active
complains of abnormal morphology of right ventricular trabeculae,Abnormal Morphology of Right Ventricular Trabeculae,abnormal_morphology_of_right_ventricular_trabeculae,active
with abnormal morphology of right ventricular trabeculae,Abnormal Morphology of Right Ventricular Trabeculae,abnormal_morphology_of_right_ventricular_trabeculae,active
abnormal morphology of right ventricular trabeculae present,Abnormal Morphology of Right Ventricular Trabeculae,abnormal_morphology_of_right_ventricular_trabeculae,active
ongoing abnormal morphology of right ventricular trabeculae,Abnormal Morphology of Right Ventricular Trabeculae,abnormal_morphology_of_right_ventricular_trabeculae,active
persistent abnormal morphology of right ventricular trabeculae,Abnormal Morphology of Right Ventricular Trabeculae,abnormal_morphology_of_right_ventricular_trabeculae,active
i have abnormal morphology of the abdominal musculature,Abnormal Morphology of the Abdominal Musculature,abnormal_morphology_of_the_abdominal_musculature,active
experiencing abnormal morphology of the abdominal musculature,Abnormal Morphology of the Abdominal Musculature,abnormal_morphology_of_the_abdominal_musculature,active
suffering from abnormal morphology of the abdominal musculature,Abnormal Morphology of the Abdominal Musculature,abnormal_morphology_of_the_abdominal_musculature,active
abnormal morphology of the abdominal musculature symptom,Abnormal Morphology of the Abdominal Musculature,abnormal_morphology_of_the_abdominal_musculature,active
feeling of abnormal morphology of the abdominal musculature,Abnormal Morphology of the Abdominal Musculature,abnormal_morphology_of_the_abdominal_musculature,active
complains of abnormal morphology of the abdominal musculature,Abnormal Morphology of the Abdominal Musculature,abnormal_morphology_of_the_abdominal_musculature,active
with abnormal morphology of the abdominal musculature,Abnormal Morphology of the Abdominal Musculature,abnormal_morphology_of_the_abdominal_musculature,active
abnormal morphology of the abdominal musculature present,Abnormal Morphology of the Abdominal Musculature,abnormal_morphology_of_the_abdominal_musculature,active
ongoing abnormal morphology of the abdominal musculature,Abnormal Morphology of the Abdominal Musculature,abnormal_morphology_of_the_abdominal_musculature,active
persistent abnormal morphology of the abdominal musculature,Abnormal Morphology of the Abdominal Musculature,abnormal_morphology_of_the_abdominal_musculature,active
i have abnormal morphology of the amygdala,Abnormal Morphology of the Amygdala,abnormal_morphology_of_the_amygdala,active
experiencing abnormal morphology of the amygdala,Abnormal Morphology of the Amygdala,abnormal_morphology_of_the_amygdala,active
suffering from abnormal morphology of the amygdala,Abnormal Morphology of the Amygdala,abnormal_morphology_of_the_amygdala,active
abnormal morphology of the amygdala symptom,Abnormal Morphology of the Amygdala,abnormal_morphology_of_the_amygdala,active
feeling of abnormal morphology of the amygdala,Abnormal Morphology of the Amygdala,abnormal_morphology_of_the_amygdala,active
complains of abnormal morphology of the amygdala,Abnormal Morphology of the Amygdala,abnormal_morphology_of_the_amygdala,active
with abnormal morphology of the amygdala,Abnormal Morphology of the Amygdala,abnormal_morphology_of_the_amygdala,active
abnormal morphology of the amygdala present,Abnormal Morphology of the Amygdala,abnormal_morphology_of_the_amygdala,active
ongoing abnormal morphology of the amygdala,Abnormal Morphology of the Amygdala,abnormal_morphology_of_the_amygdala,active
persistent abnormal morphology of the amygdala,Abnormal Morphology of the Amygdala,abnormal_morphology_of_the_amygdala,active
i have abnormal morphology of the cerebellar cortex,Abnormal Morphology of the Cerebellar Cortex,abnormal_morphology_of_the_cerebellar_cortex,active
experiencing abnormal morphology of the cerebellar cortex,Abnormal Morphology of the Cerebellar Cortex,abnormal_morphology_of_the_cerebellar_cortex,active
suffering from abnormal morphology of the cerebellar cortex,Abnormal Morphology of the Cerebellar Cortex,abnormal_morphology_of_the_cerebellar_cortex,active
abnormal morphology of the cerebellar cortex symptom,Abnormal Morphology of the Cerebellar Cortex,abnormal_morphology_of_the_cerebellar_cortex,active
feeling of abnormal morphology of the cerebellar cortex,Abnormal Morphology of the Cerebellar Cortex,abnormal_morphology_of_the_cerebellar_cortex,active
complains of abnormal morphology of the cerebellar cortex,Abnormal Morphology of the Cerebellar Cortex,abnormal_morphology_of_the_cerebellar_cortex,active
with abnormal morphology of the cerebellar cortex,Abnormal Morphology of the Cerebellar Cortex,abnormal_morphology_of_the_cerebellar_cortex,active
abnormal morphology of the cerebellar cortex present,Abnormal Morphology of the Cerebellar Cortex,abnormal_morphology_of_the_cerebellar_cortex,active
ongoing abnormal morphology of the cerebellar cortex,Abnormal Morphology of the Cerebellar Cortex,abnormal_morphology_of_the_cerebellar_cortex,active
persistent abnormal morphology of the cerebellar cortex,Abnormal Morphology of the Cerebellar Cortex,abnormal_morphology_of_the_cerebellar_cortex,active
i have abnormal morphology of the chest musculature,Abnormal Morphology of the Chest Musculature,abnormal_morphology_of_the_chest_musculature,active
experiencing abnormal morphology of the chest musculature,Abnormal Morphology of the Chest Musculature,abnormal_morphology_of_the_chest_musculature,active
suffering from abnormal morphology of the chest musculature,Abnormal Morphology of the Chest Musculature,abnormal_morphology_of_the_chest_musculature,active
abnormal morphology of the chest musculature symptom,Abnormal Morphology of the Chest Musculature,abnormal_morphology_of_the_chest_musculature,active
feeling of abnormal morphology of the chest musculature,Abnormal Morphology of the Chest Musculature,abnormal_morphology_of_the_chest_musculature,active
complains of abnormal morphology of the chest musculature,Abnormal Morphology of the Chest Musculature,abnormal_morphology_of_the_chest_musculature,active
with abnormal morphology of the chest musculature,Abnormal Morphology of the Chest Musculature,abnormal_morphology_of_the_chest_musculature,active
abnormal morphology of the chest musculature present,Abnormal Morphology of the Chest Musculature,abnormal_morphology_of_the_chest_musculature,active
ongoing abnormal morphology of the chest musculature,Abnormal Morphology of the Chest Musculature,abnormal_morphology_of_the_chest_musculature,active
persistent abnormal morphology of the chest musculature,Abnormal Morphology of the Chest Musculature,abnormal_morphology_of_the_chest_musculature,active
i have abnormal morphology of the chordae tendinae of the mitral valve,Abnormal Morphology of the Chordae Tendinae of the Mitral Valve,abnormal_morphology_of_the_chordae_tendinae_of_the_mitral_va,active
experiencing abnormal morphology of the chordae tendinae of the mitral valve,Abnormal Morphology of the Chordae Tendinae of the Mitral Valve,abnormal_morphology_of_the_chordae_tendinae_of_the_mitral_va,active
suffering from abnormal morphology of the chordae tendinae of the mitral valve,Abnormal Morphology of the Chordae Tendinae of the Mitral Valve,abnormal_morphology_of_the_chordae_tendinae_of_the_mitral_va,active
abnormal morphology of the chordae tendinae of the mitral valve symptom,Abnormal Morphology of the Chordae Tendinae of the Mitral Valve,abnormal_morphology_of_the_chordae_tendinae_of_the_mitral_va,active
feeling of abnormal morphology of the chordae tendinae of the mitral valve,Abnormal Morphology of the Chordae Tendinae of the Mitral Valve,abnormal_morphology_of_the_chordae_tendinae_of_the_mitral_va,active
complains of abnormal morphology of the chordae tendinae of the mitral valve,Abnormal Morphology of the Chordae Tendinae of the Mitral Valve,abnormal_morphology_of_the_chordae_tendinae_of_the_mitral_va,active
with abnormal morphology of the chordae tendinae of the mitral valve,Abnormal Morphology of the Chordae Tendinae of the Mitral Valve,abnormal_morphology_of_the_chordae_tendinae_of_the_mitral_va,active
abnormal morphology of the chordae tendinae of the mitral valve present,Abnormal Morphology of the Chordae Tendinae of the Mitral Valve,abnormal_morphology_of_the_chordae_tendinae_of_the_mitral_va,active
ongoing abnormal morphology of the chordae tendinae of the mitral valve,Abnormal Morphology of the Chordae Tendinae of the Mitral Valve,abnormal_morphology_of_the_chordae_tendinae_of_the_mitral_va,active
persistent abnormal morphology of the chordae tendinae of the mitral valve,Abnormal Morphology of the Chordae Tendinae of the Mitral Valve,abnormal_morphology_of_the_chordae_tendinae_of_the_mitral_va,active
i have abnormal morphology of the choroidal vasculature,Abnormal Morphology of the Choroidal Vasculature,abnormal_morphology_of_the_choroidal_vasculature,active
experiencing abnormal morphology of the choroidal vasculature,Abnormal Morphology of the Choroidal Vasculature,abnormal_morphology_of_the_choroidal_vasculature,active
suffering from abnormal morphology of the choroidal vasculature,Abnormal Morphology of the Choroidal Vasculature,abnormal_morphology_of_the_choroidal_vasculature,active
abnormal morphology of the choroidal vasculature symptom,Abnormal Morphology of the Choroidal Vasculature,abnormal_morphology_of_the_choroidal_vasculature,active
feeling of abnormal morphology of the choroidal vasculature,Abnormal Morphology of the Choroidal Vasculature,abnormal_morphology_of_the_choroidal_vasculature,active
complains of abnormal morphology of the choroidal vasculature,Abnormal Morphology of the Choroidal Vasculature,abnormal_morphology_of_the_choroidal_vasculature,active
with abnormal morphology of the choroidal vasculature,Abnormal Morphology of the Choroidal Vasculature,abnormal_morphology_of_the_choroidal_vasculature,active
abnormal morphology of the choroidal vasculature present,Abnormal Morphology of the Choroidal Vasculature,abnormal_morphology_of_the_choroidal_vasculature,active
ongoing abnormal morphology of the choroidal vasculature,Abnormal Morphology of the Choroidal Vasculature,abnormal_morphology_of_the_choroidal_vasculature,active
persistent abnormal morphology of the choroidal vasculature,Abnormal Morphology of the Choroidal Vasculature,abnormal_morphology_of_the_choroidal_vasculature,active
i have abnormal morphology of the conjunctiva vasculature,Abnormal Morphology of the Conjunctiva Vasculature,abnormal_morphology_of_the_conjunctiva_vasculature,active
experiencing abnormal morphology of the conjunctiva vasculature,Abnormal Morphology of the Conjunctiva Vasculature,abnormal_morphology_of_the_conjunctiva_vasculature,active
suffering from abnormal morphology of the conjunctiva vasculature,Abnormal Morphology of the Conjunctiva Vasculature,abnormal_morphology_of_the_conjunctiva_vasculature,active
