hiligaynon_term,english_term,medical_category,severity,triage_level,status
subong nabali na kamot ko sang natumba ko gid,hand fracture,Fracture,High,emergency,active
subong nabali na kamot ko sang natumba man,hand fracture,Fracture,High,emergency,active
subong nabali na kamot ko sang natumba na gid,hand fracture,Fracture,High,emergency,active
subong nabunggo ko sa salakyan kag nag dugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ko sa salakyan kag nag dugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ko sa salakyan kag nag dugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ko sa salakyan kag nag dugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ko sa salakyan kag nag dugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ko sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ko sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ko sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ko sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ko sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ku sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ku sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ku sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ku sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nabunggo ku sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
subong nag dugo ulo ko pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
subong nag dugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
subong nag dugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
subong nag dugo ulo ko pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
subong nag dugo ulo ko pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
subong nagdugo pilas ko kag ginahilanat ko,bleeding wound with fever,Infection,High,emergency,active
subong nagdugo ulo ko kag nahilo ko,head bleeding with dizziness,Trauma,Critical,emergency,active
subong nagdugo ulo ko pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
subong nagdugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
subong nagdugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
subong nagdugo ulo ko pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
subong nagdugo ulo ko pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
subong nagdugo ulo ku pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
subong nagdugo ulo ku pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
subong nagdugo ulo ku pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
subong nagdugo ulo ku pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
subong nagdugo ulo ku pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
subong nakuryente ko sang kuryente gid,electrical injury,Trauma,Critical,emergency,active
subong nakuryente ko sang kuryente gid ko,electrical injury,Trauma,Critical,emergency,active
subong nakuryente ko sang kuryente ko gid,electrical injury,Trauma,Critical,emergency,active
subong nakuryente ko sang kuryente man,electrical injury,Trauma,Critical,emergency,active
subong nakuryente ko sang kuryente na gid,electrical injury,Trauma,Critical,emergency,active
subong nakuryente ku sang kuryente gid,electrical injury,Trauma,Critical,emergency,active
subong nakuryente ku sang kuryente gid ko,electrical injury,Trauma,Critical,emergency,active
subong nakuryente ku sang kuryente ko gid,electrical injury,Trauma,Critical,emergency,active
subong nakuryente ku sang kuryente man,electrical injury,Trauma,Critical,emergency,active
subong nakuryente ku sang kuryente na gid,electrical injury,Trauma,Critical,emergency,active
subong nautod na tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
subong nautod na tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
subong nautod na tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
subong nautod na tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
subong nautod na tudlo ko sang makina na gid,amputated finger,Trauma,Critical,emergency,active
subong nautod tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
subong nautod tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
subong nautod tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
subong nautod tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
subong nautod tudlo ko sang makina na gid,amputated finger,Trauma,Critical,emergency,active
subong nautod tudlo ku sang makina gid,amputated finger,Trauma,Critical,emergency,active
subong nautod tudlo ku sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
subong nautod tudlo ku sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
subong nautod tudlo ku sang makina man,amputated finger,Trauma,Critical,emergency,active
subong nautod tudlo ku sang makina na gid,amputated finger,Trauma,Critical,emergency,active
subong sakit dughan ko kag dula ginhawa ko,chest pain with shortness of breath,Cardiovascular,Critical,emergency,active
subong sakit dughan ko kag gahika ko,chest pain with cough,Cardiovascular,Critical,emergency,active
t.b.,tuberculosis,Infectious,High,urgent,active
taas blood pressure,hypertension,Cardiovascular,High,urgent,active
taas bp,hypertension,Cardiovascular,High,urgent,active
tb,tuberculosis,Infectious,High,urgent,active
tigdas,measles,Infectious,High,urgent,active
tisis,tuberculosis,Infectious,High,urgent,active
trangkaso,influenza,Infectious,Medium,urgent,active
trangkaso ko,influenza,Infectious,Medium,urgent,active
tuberculosis,tuberculosis,Infectious,High,urgent,active
ubo,cough,Respiratory,Mild,non_urgent,active
ulcer,peptic ulcer,Digestive,Medium,urgent,active
ulser,peptic ulcer,Digestive,Medium,urgent,active
uti,urinary tract infection,Urinary,Medium,urgent,active
varicella,chickenpox,Infectious,Medium,urgent,active
wala ko kasugtan gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan gin kagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan gin kagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan ginkagat sang ido ko kag nag dugo gid,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan ginkagat sang ido ko kag nag dugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
wala ko kasugtan ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,Trauma,High,emergency,active
wala ko kasugtan ginsumbag ko kag nabun-og ulo gid ko,physical assault with head bruise,Trauma,High,emergency,active
wala ko kasugtan ginsumbag ko kag nabun-og ulo ko gid,physical assault with head bruise,Trauma,High,emergency,active
wala ko kasugtan ginsumbag ko kag nabun-og ulo man,physical assault with head bruise,Trauma,High,emergency,active
wala ko kasugtan ginsumbag ko kag nabun-og ulo na gid,physical assault with head bruise,Trauma,High,emergency,active
wala ko kasugtan may nana akon mata subong gid,eye infection,Infection,High,urgent,active
wala ko kasugtan may nana akon mata subong gid ko,eye infection,Infection,High,urgent,active
wala ko kasugtan may nana akon mata subong ko gid,eye infection,Infection,High,urgent,active
wala ko kasugtan may nana akon mata subong man,eye infection,Infection,High,urgent,active
wala ko kasugtan may nana akon mata subong na gid,eye infection,Infection,High,urgent,active
wala ko kasugtan may pilas ko sa kamot kag nag dugo gid,bleeding hand wound,Wound,High,emergency,active
wala ko kasugtan may pilas ko sa kamot kag nag dugo gid ko,bleeding hand wound,Wound,High,emergency,active
wala ko kasugtan may pilas ko sa kamot kag nag dugo ko gid,bleeding hand wound,Wound,High,emergency,active
wala ko kasugtan may pilas ko sa kamot kag nag dugo man,bleeding hand wound,Wound,High,emergency,active
wala ko kasugtan may pilas ko sa kamot kag nag dugo na gid,bleeding hand wound,Wound,High,emergency,active
wala ko kasugtan may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,Wound,High,emergency,active
wala ko kasugtan may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,Wound,High,emergency,active
wala ko kasugtan may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,Wound,High,emergency,active
wala ko kasugtan may pilas ko sa kamot kag nagdugo man,bleeding hand wound,Wound,High,emergency,active
wala ko kasugtan may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,Wound,High,emergency,active
wala ko kasugtan nabali kamot ko sang natumba gid,hand fracture,Fracture,High,emergency,active
wala ko kasugtan nabali kamot ko sang natumba gid ko,hand fracture,Fracture,High,emergency,active
wala ko kasugtan nabali kamot ko sang natumba ko gid,hand fracture,Fracture,High,emergency,active
wala ko kasugtan nabali kamot ko sang natumba man,hand fracture,Fracture,High,emergency,active
wala ko kasugtan nabali kamot ko sang natumba na gid,hand fracture,Fracture,High,emergency,active
wala ko kasugtan nabali na kamot ko sang natumba gid,hand fracture,Fracture,High,emergency,active
wala ko kasugtan nabali na kamot ko sang natumba gid ko,hand fracture,Fracture,High,emergency,active
wala ko kasugtan nabali na kamot ko sang natumba ko gid,hand fracture,Fracture,High,emergency,active
wala ko kasugtan nabali na kamot ko sang natumba man,hand fracture,Fracture,High,emergency,active
wala ko kasugtan nabali na kamot ko sang natumba na gid,hand fracture,Fracture,High,emergency,active
wala ko kasugtan nabunggo ko sa salakyan kag nag dugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
wala ko kasugtan nabunggo ko sa salakyan kag nag dugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
wala ko kasugtan nabunggo ko sa salakyan kag nag dugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
wala ko kasugtan nabunggo ko sa salakyan kag nag dugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
wala ko kasugtan nabunggo ko sa salakyan kag nag dugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
wala ko kasugtan nabunggo ko sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
wala ko kasugtan nabunggo ko sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
wala ko kasugtan nabunggo ko sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
wala ko kasugtan nabunggo ko sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
wala ko kasugtan nabunggo ko sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
wala ko kasugtan nag dugo ulo ko pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
wala ko kasugtan nag dugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
wala ko kasugtan nag dugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
wala ko kasugtan nag dugo ulo ko pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
wala ko kasugtan nag dugo ulo ko pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
wala ko kasugtan nagdugo ulo ko pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
wala ko kasugtan nagdugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
wala ko kasugtan nagdugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
wala ko kasugtan nagdugo ulo ko pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
wala ko kasugtan nagdugo ulo ko pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
wala ko kasugtan nakuryente ko sang kuryente gid,electrical injury,Trauma,Critical,emergency,active
wala ko kasugtan nakuryente ko sang kuryente gid ko,electrical injury,Trauma,Critical,emergency,active
wala ko kasugtan nakuryente ko sang kuryente ko gid,electrical injury,Trauma,Critical,emergency,active
wala ko kasugtan nakuryente ko sang kuryente man,electrical injury,Trauma,Critical,emergency,active
wala ko kasugtan nakuryente ko sang kuryente na gid,electrical injury,Trauma,Critical,emergency,active
wala ko kasugtan nautod na tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
wala ko kasugtan nautod na tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
wala ko kasugtan nautod na tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
wala ko kasugtan nautod na tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
wala ko kasugtan nautod na tudlo ko sang makina na gid,amputated finger,Trauma,Critical,emergency,active
wala ko kasugtan nautod tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
wala ko kasugtan nautod tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
wala ko kasugtan nautod tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
wala ko kasugtan nautod tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
