id,hiligaynon_complaint,normalized_symptom,english_translation,medical_term,body_part,pain_category,severity_level,alternative_spellings
2547,may ara ko nga kirot tutunlan ko malala gid gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2548,may ara ko nga masakit grabe akon tutunlan ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2549,may ara ko nga may ara ko sore throat kagapon gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2550,may ara ko nga may throat pain ko man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2551,may ara ko nga nagasakit tutunlan ko subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2552,may throat pain ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2553,may throat pain ko gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2554,pareho ginasakit tutunlan gid ko subong ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2555,pareho grabe gid budlay tulon gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2556,pareho grabe gid budlay tutokn gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2557,pareho grabe gid hapdi tutunlan ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2558,pareho grabe gid masakit tutunlan na gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2559,pareho kirot tutunlan ko grabeh gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2560,pareho kirot tutunlan ko sobra gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2561,pareho kirot tutunlan ko sobra man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2562,pareho may ara ko hapdi tutunlan pirmi gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2563,pareho may throat pain ko na gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2564,pareho may throat pain ko subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2565,pareho pirmi ko sakit tutunlan subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2566,pareho sakit tutunlan ko karon na gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2567,pareho throat pain gid ko gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2568,pirmi ko sakit tutunlan subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2569,saket tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2570,sakit tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2571,sakit tutunlan bah,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2572,sakit tutunlan gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2573,sakit tutunlan gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2574,sakit tutunlan ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2575,sakit tutunlan ko halin sang aga gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2576,sakit tutunlan man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2577,sakit tutunlan no,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2578,skit tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2579,sore throat,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2580,sore throat bah,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2581,sore throat gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2582,sore throat gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2583,sore throat ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2584,sore throat man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2585,sore throat no,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2586,sore throat skit,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2587,throat pain gid ko na gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2588,basin ako ginasakit ngipon karon man,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2589,basin ako ginasakit ngipun karon man,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2590,basin daw hubag lagos gid ko na gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2591,basin hapdi ngipon ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2592,basin hapdi ngipon ko na gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2593,basin hapdi ngipun ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2594,basin hapdi ngipun ko na gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2595,basin may ara ko kirot ngipon subong,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2596,basin may ara ko kirot ngipun subong,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2597,basin sakit ngipon ko sige subong,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2598,basin sakit ngipun ko sige subong,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2599,daw daw ginasakit ngipon gid ko gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2600,daw daw ginasakit ngipun gid ko gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2601,daw daw kirot ngipon gid ko ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2602,daw daw kirot ngipun gid ko ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2603,daw feel ko nga sakit ngipon ko gid ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2604,daw feel ko nga sakit ngipun ko gid ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2605,daw hapdi ngipon ko gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2606,daw hapdi ngipun ko gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2607,daw hubag lagos gid ko ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2608,daw kirot ngipon ko sing malala gid ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2609,daw kirot ngipun ko sing malala gid ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2610,daw nagasakit ngipon ko ako,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2611,daw nagasakit ngipun ko ako,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2612,daw toothache gid ko na gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2613,feel ko nga ako ginasakit ngipon subong gid ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2614,feel ko nga ako ginasakit ngipun subong gid ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2615,feel ko nga daw naga sakit ngipon gid ko ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2616,feel ko nga daw naga sakit ngipun gid ko ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2617,feel ko nga kirot ngipon gid ko subong gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2618,feel ko nga kirot ngipon ko grabeh subong,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2619,feel ko nga kirot ngipon ko sing malala,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2620,feel ko nga kirot ngipun gid ko subong gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2621,feel ko nga kirot ngipun ko grabeh subong,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2622,feel ko nga kirot ngipun ko sing malala,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2623,feel ko nga masakit grabeh akon ngipon,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2624,feel ko nga masakit grabeh akon ngipun,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2625,feel ko nga toothache gid ko gid ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2626,feel ko nga toothache gid ko ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2627,ginasaket ngipon,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2628,ginasakit ngipon,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2629,ginasakit ngipon bah,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2630,ginasakit ngipon gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2631,ginasakit ngipon gid ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2632,ginasakit ngipon ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2633,ginasakit ngipon man,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2634,ginasakit ngipon no,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2635,ginasakit ngipun,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2636,ginaskit ngipon,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2637,hapde ngipon,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2638,hapdi ngipon,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2639,hapdi ngipon bah,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2640,hapdi ngipon gid,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2641,hapdi ngipon gid ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2642,hapdi ngipon ko,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
2643,hapdi ngipon man,tooth pain,toothache,odontalgia,tooth,dental pain,medium,naga sakit ngipon;ginasakit ngipon;masakit ngipon;sakit ngipon;hapdi ngipon;kirot ngipon;hubag lagos
