hiligaynon_term,english_term,medical_category,severity,triage_level,status,body_part,symptom
grabe ginakapos baba akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
grabe gid ginakapos baba akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
gid ginakapos baba ko akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
grabe ginakapos baba ko akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
grabe gid ginakapos baba ko akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
gid ginakapos baba akon ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
grabe ginakapos baba akon ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
grabe gid ginakapos baba akon ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
baba ginakapos,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos dila ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos dila akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos dila ko akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos dila akon ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos ko dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos akon dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos ko akon dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos akon ko dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos gid dila ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos grabe dila ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos grabe gid dila ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos gid dila akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos grabe dila akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos grabe gid dila akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos gid dila ko akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos grabe dila ko akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos grabe gid dila ko akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos gid dila akon ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos grabe dila akon ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos grabe gid dila akon ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos gid dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos grabe dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos grabe gid dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
may ginakapos sa dila ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
may ginakapos sa dila akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
may ginakapos sa dila ko akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
may ginakapos sa dila akon ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
may ginakapos dila ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
may ginakapos dila akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
may ginakapos dila ko akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
may ginakapos dila akon ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
dila ko ginakapos,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
dila akon ginakapos,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
dila ko akon ginakapos,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
dila akon ko ginakapos,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ko dila ginakapos,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
akon dila ginakapos,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ko akon dila ginakapos,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
akon ko dila ginakapos,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos gid ko dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos gid akon dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos gid ko akon dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos gid akon ko dila,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
gid ginakapos dila ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
grabe ginakapos dila ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
grabe gid ginakapos dila ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
gid ginakapos dila akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
grabe ginakapos dila akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
grabe gid ginakapos dila akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
gid ginakapos dila ko akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
grabe ginakapos dila ko akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
grabe gid ginakapos dila ko akon,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
gid ginakapos dila akon ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
grabe ginakapos dila akon ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
grabe gid ginakapos dila akon ko,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
dila ginakapos,tongue difficulty breathing,respiratory,Critical,emergency,active,tongue,difficulty breathing
ginakapos liog ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos liog akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos liog ko akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos liog akon ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos ko liog,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos akon liog,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos ko akon liog,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos akon ko liog,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos gid liog ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos grabe liog ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos grabe gid liog ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos gid liog akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos grabe liog akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos grabe gid liog akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos gid liog ko akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos grabe liog ko akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos grabe gid liog ko akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos gid liog akon ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos grabe liog akon ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos grabe gid liog akon ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos liog,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos gid liog,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos grabe liog,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos grabe gid liog,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
may ginakapos sa liog ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
may ginakapos sa liog akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
may ginakapos sa liog ko akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
may ginakapos sa liog akon ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
may ginakapos liog ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
may ginakapos liog akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
may ginakapos liog ko akon,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
may ginakapos liog akon ko,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
liog ko ginakapos,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
liog akon ginakapos,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
liog ko akon ginakapos,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
liog akon ko ginakapos,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ko liog ginakapos,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
akon liog ginakapos,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ko akon liog ginakapos,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
akon ko liog ginakapos,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos gid ko liog,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos gid akon liog,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
ginakapos gid ko akon liog,neck difficulty breathing,respiratory,Critical,emergency,active,neck,difficulty breathing
