text,english_meaning,body_location_en,body_location_hiligaynon,symptom_en,symptom_hiligaynon
akon pareho nga padayon nga lapay pamamanhid,my both persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
may pamamanhid ako sa pareho nga padayon nga lapay,my both persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang akon pareho nga padayon nga lapay may pamamanhid,my both persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
akon pareho nga pabalik-balik nga lapay pamamanhid,my both intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
may pamamanhid ako sa pareho nga pabalik-balik nga lapay,my both intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang akon pareho nga pabalik-balik nga lapay may pamamanhid,my both intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo lapay pamamanhid,your pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo lapay may pamamanhid,your pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo lapay may pamamanhid,your pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo gamay nga lapay pamamanhid,your mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo gamay nga lapay may pamamanhid,your mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo grabe nga lapay pamamanhid,your severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo grabe nga lapay may pamamanhid,your severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo gulpi nga lapay pamamanhid,your sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo gulpi nga lapay may pamamanhid,your sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo padayon nga lapay pamamanhid,your persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo padayon nga lapay may pamamanhid,your persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo pabalik-balik nga lapay pamamanhid,your intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo pabalik-balik nga lapay may pamamanhid,your intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo tuo nga lapay pamamanhid,your right pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo tuo nga lapay may pamamanhid,your right pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo tuo nga gamay nga lapay pamamanhid,your right mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo tuo nga gamay nga lapay may pamamanhid,your right mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo tuo nga grabe nga lapay pamamanhid,your right severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo tuo nga grabe nga lapay may pamamanhid,your right severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo tuo nga gulpi nga lapay pamamanhid,your right sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo tuo nga gulpi nga lapay may pamamanhid,your right sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo tuo nga padayon nga lapay pamamanhid,your right persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo tuo nga padayon nga lapay may pamamanhid,your right persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo tuo nga pabalik-balik nga lapay pamamanhid,your right intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo tuo nga pabalik-balik nga lapay may pamamanhid,your right intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo wala nga lapay pamamanhid,your left pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo wala nga lapay may pamamanhid,your left pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo wala nga gamay nga lapay pamamanhid,your left mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo wala nga gamay nga lapay may pamamanhid,your left mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo wala nga grabe nga lapay pamamanhid,your left severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo wala nga grabe nga lapay may pamamanhid,your left severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo wala nga gulpi nga lapay pamamanhid,your left sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo wala nga gulpi nga lapay may pamamanhid,your left sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo wala nga padayon nga lapay pamamanhid,your left persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo wala nga padayon nga lapay may pamamanhid,your left persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo wala nga pabalik-balik nga lapay pamamanhid,your left intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo wala nga pabalik-balik nga lapay may pamamanhid,your left intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo pareho nga lapay pamamanhid,your both pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo pareho nga lapay may pamamanhid,your both pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo pareho nga gamay nga lapay pamamanhid,your both mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo pareho nga gamay nga lapay may pamamanhid,your both mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo pareho nga grabe nga lapay pamamanhid,your both severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo pareho nga grabe nga lapay may pamamanhid,your both severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo pareho nga gulpi nga lapay pamamanhid,your both sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo pareho nga gulpi nga lapay may pamamanhid,your both sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo pareho nga padayon nga lapay pamamanhid,your both persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo pareho nga padayon nga lapay may pamamanhid,your both persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
imo pareho nga pabalik-balik nga lapay pamamanhid,your both intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang imo pareho nga pabalik-balik nga lapay may pamamanhid,your both intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya lapay pamamanhid,his/her pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya lapay may pamamanhid,his/her pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya lapay may pamamanhid,his/her pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya gamay nga lapay pamamanhid,his/her mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya gamay nga lapay may pamamanhid,his/her mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya grabe nga lapay pamamanhid,his/her severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya grabe nga lapay may pamamanhid,his/her severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya gulpi nga lapay pamamanhid,his/her sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya gulpi nga lapay may pamamanhid,his/her sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya padayon nga lapay pamamanhid,his/her persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya padayon nga lapay may pamamanhid,his/her persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya pabalik-balik nga lapay pamamanhid,his/her intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya pabalik-balik nga lapay may pamamanhid,his/her intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya tuo nga lapay pamamanhid,his/her right pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya tuo nga lapay may pamamanhid,his/her right pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya tuo nga gamay nga lapay pamamanhid,his/her right mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya tuo nga gamay nga lapay may pamamanhid,his/her right mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya tuo nga grabe nga lapay pamamanhid,his/her right severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya tuo nga grabe nga lapay may pamamanhid,his/her right severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya tuo nga gulpi nga lapay pamamanhid,his/her right sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya tuo nga gulpi nga lapay may pamamanhid,his/her right sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya tuo nga padayon nga lapay pamamanhid,his/her right persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya tuo nga padayon nga lapay may pamamanhid,his/her right persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya tuo nga pabalik-balik nga lapay pamamanhid,his/her right intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya tuo nga pabalik-balik nga lapay may pamamanhid,his/her right intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya wala nga lapay pamamanhid,his/her left pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya wala nga lapay may pamamanhid,his/her left pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya wala nga gamay nga lapay pamamanhid,his/her left mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya wala nga gamay nga lapay may pamamanhid,his/her left mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya wala nga grabe nga lapay pamamanhid,his/her left severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya wala nga grabe nga lapay may pamamanhid,his/her left severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya wala nga gulpi nga lapay pamamanhid,his/her left sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya wala nga gulpi nga lapay may pamamanhid,his/her left sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya wala nga padayon nga lapay pamamanhid,his/her left persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya wala nga padayon nga lapay may pamamanhid,his/her left persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya wala nga pabalik-balik nga lapay pamamanhid,his/her left intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya wala nga pabalik-balik nga lapay may pamamanhid,his/her left intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya pareho nga lapay pamamanhid,his/her both pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya pareho nga lapay may pamamanhid,his/her both pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya pareho nga gamay nga lapay pamamanhid,his/her both mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya pareho nga gamay nga lapay may pamamanhid,his/her both mild pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya pareho nga grabe nga lapay pamamanhid,his/her both severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya pareho nga grabe nga lapay may pamamanhid,his/her both severe pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya pareho nga gulpi nga lapay pamamanhid,his/her both sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya pareho nga gulpi nga lapay may pamamanhid,his/her both sudden pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya pareho nga padayon nga lapay pamamanhid,his/her both persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya pareho nga padayon nga lapay may pamamanhid,his/her both persistent pancreas numbness,pancreas,lapay,numbness,pamamanhid
iya pareho nga pabalik-balik nga lapay pamamanhid,his/her both intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
ang iya pareho nga pabalik-balik nga lapay may pamamanhid,his/her both intermittent pancreas numbness,pancreas,lapay,numbness,pamamanhid
akon lapay pagsunog,my pancreas burning,pancreas,lapay,burning,pagsunog
may pagsunog ako sa lapay,my pancreas burning,pancreas,lapay,burning,pagsunog
ang akon lapay may pagsunog,my pancreas burning,pancreas,lapay,burning,pagsunog
akon lapay may pagsunog,my pancreas burning,pancreas,lapay,burning,pagsunog
akon gamay nga lapay pagsunog,my mild pancreas burning,pancreas,lapay,burning,pagsunog
may pagsunog ako sa gamay nga lapay,my mild pancreas burning,pancreas,lapay,burning,pagsunog
ang akon gamay nga lapay may pagsunog,my mild pancreas burning,pancreas,lapay,burning,pagsunog
akon grabe nga lapay pagsunog,my severe pancreas burning,pancreas,lapay,burning,pagsunog
may pagsunog ako sa grabe nga lapay,my severe pancreas burning,pancreas,lapay,burning,pagsunog
ang akon grabe nga lapay may pagsunog,my severe pancreas burning,pancreas,lapay,burning,pagsunog
akon gulpi nga lapay pagsunog,my sudden pancreas burning,pancreas,lapay,burning,pagsunog
may pagsunog ako sa gulpi nga lapay,my sudden pancreas burning,pancreas,lapay,burning,pagsunog
ang akon gulpi nga lapay may pagsunog,my sudden pancreas burning,pancreas,lapay,burning,pagsunog
akon padayon nga lapay pagsunog,my persistent pancreas burning,pancreas,lapay,burning,pagsunog
may pagsunog ako sa padayon nga lapay,my persistent pancreas burning,pancreas,lapay,burning,pagsunog
ang akon padayon nga lapay may pagsunog,my persistent pancreas burning,pancreas,lapay,burning,pagsunog
akon pabalik-balik nga lapay pagsunog,my intermittent pancreas burning,pancreas,lapay,burning,pagsunog
may pagsunog ako sa pabalik-balik nga lapay,my intermittent pancreas burning,pancreas,lapay,burning,pagsunog
ang akon pabalik-balik nga lapay may pagsunog,my intermittent pancreas burning,pancreas,lapay,burning,pagsunog
akon tuo nga lapay pagsunog,my right pancreas burning,pancreas,lapay,burning,pagsunog
may pagsunog ako sa tuo nga lapay,my right pancreas burning,pancreas,lapay,burning,pagsunog
ang akon tuo nga lapay may pagsunog,my right pancreas burning,pancreas,lapay,burning,pagsunog
akon tuo nga gamay nga lapay pagsunog,my right mild pancreas burning,pancreas,lapay,burning,pagsunog
may pagsunog ako sa tuo nga gamay nga lapay,my right mild pancreas burning,pancreas,lapay,burning,pagsunog
ang akon tuo nga gamay nga lapay may pagsunog,my right mild pancreas burning,pancreas,lapay,burning,pagsunog
akon tuo nga grabe nga lapay pagsunog,my right severe pancreas burning,pancreas,lapay,burning,pagsunog
may pagsunog ako sa tuo nga grabe nga lapay,my right severe pancreas burning,pancreas,lapay,burning,pagsunog
ang akon tuo nga grabe nga lapay may pagsunog,my right severe pancreas burning,pancreas,lapay,burning,pagsunog
akon tuo nga gulpi nga lapay pagsunog,my right sudden pancreas burning,pancreas,lapay,burning,pagsunog
may pagsunog ako sa tuo nga gulpi nga lapay,my right sudden pancreas burning,pancreas,lapay,burning,pagsunog
ang akon tuo nga gulpi nga lapay may pagsunog,my right sudden pancreas burning,pancreas,lapay,burning,pagsunog
akon tuo nga padayon nga lapay pagsunog,my right persistent pancreas burning,pancreas,lapay,burning,pagsunog
may pagsunog ako sa tuo nga padayon nga lapay,my right persistent pancreas burning,pancreas,lapay,burning,pagsunog
ang akon tuo nga padayon nga lapay may pagsunog,my right persistent pancreas burning,pancreas,lapay,burning,pagsunog
