phrase,english,concept,language,status
abnormal sacral segmentation,Abnormal Sacral Segmentation,abnormal_sacral_segmentation,english,active
abnormal sacroiliac joint morphology,Abnormal Sacroiliac Joint Morphology,abnormal_sacroiliac_joint_morphology,english,active
abnormal sacrum morphology,Abnormal Sacrum Morphology,abnormal_sacrum_morphology,english,active
abnormal sadness,Abnormal Sadness,abnormal_sadness,english,active
abnormal salivary cortisol level,Abnormal Salivary Cortisol Level,abnormal_salivary_cortisol_level,english,active
abnormal salivary gland morphology,Abnormal Salivary Gland Morphology,abnormal_salivary_gland_morphology,english,active
abnormal salivary metabolite concentration,Abnormal Salivary Metabolite Concentration,abnormal_salivary_metabolite_concentration,english,active
abnormal sarcomere morphology,Abnormal Sarcomere Morphology,abnormal_sarcomere_morphology,english,active
abnormal scalp morphology,Abnormal Scalp Morphology,abnormal_scalp_morphology,english,active
abnormal scaphoid morphology,Abnormal Scaphoid Morphology,abnormal_scaphoid_morphology,english,active
abnormal scapula morphology,Abnormal Scapula Morphology,abnormal_scapula_morphology,english,active
abnormal schwann cell morphology,Abnormal Schwann Cell Morphology,abnormal_schwann_cell_morphology,english,active
abnormal sclera morphology,Abnormal Sclera Morphology,abnormal_sclera_morphology,english,active
abnormal scleral thickness,Abnormal Scleral Thickness,abnormal_scleral_thickness,english,active
abnormal scrotal rugation,Abnormal Scrotal Rugation,abnormal_scrotal_rugation,english,active
abnormal scrotum morphology,Abnormal Scrotum Morphology,abnormal_scrotum_morphology,english,active
abnormal scrotum position,Abnormal Scrotum Position,abnormal_scrotum_position,english,active
abnormal sebaceous gland morphology,Abnormal Sebaceous Gland Morphology,abnormal_sebaceous_gland_morphology,english,active
abnormal second heart sound,Abnormal Second Heart Sound,abnormal_second_heart_sound,english,active
abnormal second toe morphology,Abnormal Second Toe Morphology,abnormal_second_toe_morphology,english,active
abnormal sella turcica morphology,Abnormal Sella Turcica Morphology,abnormal_sella_turcica_morphology,english,active
abnormal semantics,Abnormal Semantics,abnormal_semantics,english,active
abnormal semicircular canal morphology,Abnormal Semicircular Canal Morphology,abnormal_semicircular_canal_morphology,english,active
abnormal seminal vesicle morphology,Abnormal Seminal Vesicle Morphology,abnormal_seminal_vesicle_morphology,english,active
abnormal seminiferous tubule morphology,Abnormal Seminiferous Tubule Morphology,abnormal_seminiferous_tubule_morphology,english,active
abnormal sense of smell,Abnormal Sense of Smell,abnormal_sense_of_smell,english,active
abnormal sensory nerve conduction velocity,Abnormal Sensory Nerve Conduction Velocity,abnormal_sensory_nerve_conduction_velocity,english,active
abnormal septum pellucidum morphology,Abnormal Septum Pellucidum Morphology,abnormal_septum_pellucidum_morphology,english,active
abnormal serine levels in cerebrospinal fluid,Abnormal Serine Levels in Cerebrospinal Fluid,abnormal_serine_levels_in_cerebrospinal_fluid,english,active
abnormal serine-family amino acid levels in cerebrospinal fluid,Abnormal Serine-family Amino Acid Levels in Cerebrospinal Fluid,abnormal_serine-family_amino_acid_levels_in_cerebrospinal_fl,english,active
abnormal serum androstenolone level,Abnormal Serum Androstenolone Level,abnormal_serum_androstenolone_level,english,active
abnormal serum anion gap,Abnormal Serum Anion Gap,abnormal_serum_anion_gap,english,active
abnormal serum bicarbonate concentration,Abnormal Serum Bicarbonate Concentration,abnormal_serum_bicarbonate_concentration,english,active
abnormal serum bile acid concentration,Abnormal Serum Bile Acid Concentration,abnormal_serum_bile_acid_concentration,english,active
abnormal serum cobalamin level,Abnormal Serum Cobalamin Level,abnormal_serum_cobalamin_level,english,active
abnormal serum dehydroepiandrosterone level,Abnormal Serum Dehydroepiandrosterone Level,abnormal_serum_dehydroepiandrosterone_level,english,active
abnormal serum dhea,Abnormal Serum DHEA,abnormal_serum_dhea,english,active
"abnormal serum enzyme level, unspecified","Abnormal Serum Enzyme Level, Unspecified","abnormal_serum_enzyme_level,_unspecified",english,active
abnormal serum estradiol,Abnormal Serum Estradiol,abnormal_serum_estradiol,english,active
abnormal serum estriol,Abnormal Serum Estriol,abnormal_serum_estriol,english,active
abnormal serum estrone,Abnormal Serum Estrone,abnormal_serum_estrone,english,active
abnormal serum ferritin,Abnormal Serum Ferritin,abnormal_serum_ferritin,english,active
abnormal serum folate,Abnormal Serum Folate,abnormal_serum_folate,english,active
abnormal serum hco3 concentration,Abnormal Serum HCO3 Concentration,abnormal_serum_hco3_concentration,english,active
abnormal serum il level,Abnormal Serum IL Level,abnormal_serum_il_level,english,active
abnormal serum immunoglobulin concentration,Abnormal Serum Immunoglobulin Concentration,abnormal_serum_immunoglobulin_concentration,english,active
abnormal serum immunoglobulin levels,Abnormal Serum Immunoglobulin Levels,abnormal_serum_immunoglobulin_levels,english,active
abnormal serum insulin-like growth factor 1 level,Abnormal Serum Insulin-like Growth Factor 1 Level,abnormal_serum_insulin-like_growth_factor_1_level,english,active
abnormal serum interferon level,Abnormal Serum Interferon Level,abnormal_serum_interferon_level,english,active
abnormal serum interferon-gamma level,Abnormal Serum Interferon-gamma Level,abnormal_serum_interferon-gamma_level,english,active
abnormal serum interleukin level,Abnormal Serum Interleukin Level,abnormal_serum_interleukin_level,english,active
abnormal serum iron concentration,Abnormal Serum Iron Concentration,abnormal_serum_iron_concentration,english,active
abnormal serum level of immunoglobulin,Abnormal Serum Level of Immunoglobulin,abnormal_serum_level_of_immunoglobulin,english,active
abnormal serum methylfolate level,Abnormal Serum Methylfolate Level,abnormal_serum_methylfolate_level,english,active
abnormal serum osmolality,Abnormal Serum Osmolality,abnormal_serum_osmolality,english,active
abnormal serum selenium concentration,Abnormal Serum Selenium Concentration,abnormal_serum_selenium_concentration,english,active
abnormal serum testosterone level,Abnormal Serum Testosterone Level,abnormal_serum_testosterone_level,english,active
abnormal seventh cranial physiology,Abnormal Seventh Cranial Physiology,abnormal_seventh_cranial_physiology,english,active
abnormal sex determination,Abnormal Sex Determination,abnormal_sex_determination,english,active
abnormal sex hormone-binding globulin level,Abnormal Sex Hormone-binding Globulin Level,abnormal_sex_hormone-binding_globulin_level,english,active
abnormal sexual behavior,Abnormal Sexual Behavior,abnormal_sexual_behavior,english,active
abnormal shape of a reproductive cell,Abnormal Shape of a Reproductive Cell,abnormal_shape_of_a_reproductive_cell,english,active
abnormal shape of ankle bones,Abnormal Shape of Ankle Bones,abnormal_shape_of_ankle_bones,english,active
abnormal shape of bones of the lower limbs,Abnormal Shape of Bones of the Lower Limbs,abnormal_shape_of_bones_of_the_lower_limbs,english,active
abnormal shape of bones of the upper limbs,Abnormal Shape of Bones of the Upper Limbs,abnormal_shape_of_bones_of_the_upper_limbs,english,active
abnormal shape of brain,Abnormal Shape of Brain,abnormal_shape_of_brain,english,active
abnormal shape of brainstem,Abnormal Shape of Brainstem,abnormal_shape_of_brainstem,english,active
abnormal shape of cartilage,Abnormal Shape of Cartilage,abnormal_shape_of_cartilage,english,active
abnormal shape of end part of bone,Abnormal Shape of End Part of Bone,abnormal_shape_of_end_part_of_bone,english,active
abnormal shape of end part of limb bones,Abnormal Shape of End Part of Limb Bones,abnormal_shape_of_end_part_of_limb_bones,english,active
abnormal shape of end part of lower limb end bone,Abnormal Shape of End Part of Lower Limb End Bone,abnormal_shape_of_end_part_of_lower_limb_end_bone,english,active
abnormal shape of end part of upper limb long bones,Abnormal Shape of End Part of Upper Limb Long Bones,abnormal_shape_of_end_part_of_upper_limb_long_bones,english,active
abnormal shape of forebrain,Abnormal Shape of Forebrain,abnormal_shape_of_forebrain,english,active
abnormal shape of gallbladder,Abnormal Shape of Gallbladder,abnormal_shape_of_gallbladder,english,active
abnormal shape of hand,Abnormal Shape of Hand,abnormal_shape_of_hand,english,active
abnormal shape of hindbrain,Abnormal Shape of Hindbrain,abnormal_shape_of_hindbrain,english,active
abnormal shape of hypophysial fossa,Abnormal Shape of Hypophysial Fossa,abnormal_shape_of_hypophysial_fossa,english,active
abnormal shape of hypothalamus,Abnormal Shape of Hypothalamus,abnormal_shape_of_hypothalamus,english,active
abnormal shape of joints,Abnormal Shape of Joints,abnormal_shape_of_joints,english,active
abnormal shape of limb bone,Abnormal Shape of Limb Bone,abnormal_shape_of_limb_bone,english,active
abnormal shape of long bone,Abnormal Shape of Long Bone,abnormal_shape_of_long_bone,english,active
abnormal shape of long bones of hand,Abnormal Shape of Long Bones of Hand,abnormal_shape_of_long_bones_of_hand,english,active
abnormal shape of metacarpal bones,Abnormal Shape of Metacarpal Bones,abnormal_shape_of_metacarpal_bones,english,active
abnormal shape of midbrain,Abnormal Shape of Midbrain,abnormal_shape_of_midbrain,english,active
abnormal shape of molar tooth,Abnormal Shape of Molar Tooth,abnormal_shape_of_molar_tooth,english,active
abnormal shape of motor neuron,Abnormal Shape of Motor Neuron,abnormal_shape_of_motor_neuron,english,active
abnormal shape of nervous system,Abnormal Shape of Nervous System,abnormal_shape_of_nervous_system,english,active
abnormal shape of pelvic girdle bone,Abnormal Shape of Pelvic Girdle Bone,abnormal_shape_of_pelvic_girdle_bone,english,active
abnormal shape of pelvis bone,Abnormal Shape of Pelvis Bone,abnormal_shape_of_pelvis_bone,english,active
abnormal shape of pituitary fossa,Abnormal Shape of Pituitary Fossa,abnormal_shape_of_pituitary_fossa,english,active
abnormal shape of platelets,Abnormal Shape of Platelets,abnormal_shape_of_platelets,english,active
abnormal shape of posterior cranium,Abnormal Shape of Posterior Cranium,abnormal_shape_of_posterior_cranium,english,active
abnormal shape of posterior skull,Abnormal Shape of Posterior Skull,abnormal_shape_of_posterior_skull,english,active
abnormal shape of sella turcica,Abnormal Shape of Sella Turcica,abnormal_shape_of_sella_turcica,english,active
abnormal shape of shaft of long bone,Abnormal Shape of Shaft of Long Bone,abnormal_shape_of_shaft_of_long_bone,english,active
abnormal shape of small intestinal villus,Abnormal Shape of Small Intestinal Villus,abnormal_shape_of_small_intestinal_villus,english,active
abnormal shape of sperm,Abnormal Shape of Sperm,abnormal_shape_of_sperm,english,active
abnormal shape of spongy bone,Abnormal Shape of Spongy Bone,abnormal_shape_of_spongy_bone,english,active
abnormal shape of tendon,Abnormal Shape of Tendon,abnormal_shape_of_tendon,english,active
abnormal shape of thalamus,Abnormal Shape of Thalamus,abnormal_shape_of_thalamus,english,active
abnormal shape of the back of the skull,Abnormal Shape of the Back of the Skull,abnormal_shape_of_the_back_of_the_skull,english,active
abnormal shape of the digestive system,Abnormal Shape of the Digestive System,abnormal_shape_of_the_digestive_system,english,active
abnormal shape of the end part of the vertebra bone,Abnormal Shape of the End Part of the Vertebra Bone,abnormal_shape_of_the_end_part_of_the_vertebra_bone,english,active
abnormal shape of the forehead,Abnormal Shape of the Forehead,abnormal_shape_of_the_forehead,english,active
abnormal shape of the frontal region,Abnormal Shape of the Frontal Region,abnormal_shape_of_the_frontal_region,english,active
abnormal shape of the occiput,Abnormal Shape of the Occiput,abnormal_shape_of_the_occiput,english,active
abnormal shape of the opening between the eyelids,Abnormal Shape of the Opening Between the Eyelids,abnormal_shape_of_the_opening_between_the_eyelids,english,active
abnormal shape of the palpebral fissure,Abnormal Shape of the Palpebral Fissure,abnormal_shape_of_the_palpebral_fissure,english,active
abnormal shape of the radius,Abnormal Shape of the Radius,abnormal_shape_of_the_radius,english,active
abnormal shape of thyroid gland,Abnormal Shape of Thyroid Gland,abnormal_shape_of_thyroid_gland,english,active
abnormal shape of upper motor neuron,Abnormal Shape of Upper Motor Neuron,abnormal_shape_of_upper_motor_neuron,english,active
abnormal sharpey fiber morphology,Abnormal Sharpey Fiber Morphology,abnormal_sharpey_fiber_morphology,english,active
abnormal sharpey fibre morphology,Abnormal Sharpey Fibre Morphology,abnormal_sharpey_fibre_morphology,english,active
