combo_id,symptom_a,symptom_b,variant,classification,severity_points,rationale,status
SC06934,facial_swelling,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: facial_swelling + urinary_frequency,active
SC06935,facial_swelling,incontinence,clinical,NON-URGENT,3,Clinical combination: facial_swelling + incontinence,active
SC06936,facial_swelling,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: facial_swelling + scrotal_pain,active
SC06937,facial_swelling,testicular_pain,clinical,NON-URGENT,3,Clinical combination: facial_swelling + testicular_pain,active
SC06938,facial_swelling,testicular_torsion,clinical,URGENT,7,Clinical combination: facial_swelling + testicular_torsion,active
SC06939,facial_swelling,penile_discharge,clinical,NON-URGENT,3,Clinical combination: facial_swelling + penile_discharge,active
SC06940,facial_swelling,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: facial_swelling + anxiety_attack,active
SC06941,facial_swelling,panic_attack,clinical,NON-URGENT,3,Clinical combination: facial_swelling + panic_attack,active
SC06942,facial_swelling,depression_severe,clinical,NON-URGENT,3,Clinical combination: facial_swelling + depression_severe,active
SC06943,facial_swelling,agitation,clinical,NON-URGENT,3,Clinical combination: facial_swelling + agitation,active
SC06944,facial_swelling,aggression,clinical,NON-URGENT,3,Clinical combination: facial_swelling + aggression,active
SC06945,facial_swelling,hallucinations,clinical,URGENT,7,Clinical combination: facial_swelling + hallucinations,active
SC06946,facial_swelling,substance_withdrawal,clinical,URGENT,7,Clinical combination: facial_swelling + substance_withdrawal,active
SC06947,facial_swelling,self_harm,clinical,URGENT,7,Clinical combination: facial_swelling + self_harm,active
SC06948,facial_swelling,psychosis,clinical,URGENT,7,Clinical combination: facial_swelling + psychosis,active
SC06949,facial_swelling,infant_fever,clinical,NON-URGENT,3,Clinical combination: facial_swelling + infant_fever,active
SC06950,facial_swelling,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: facial_swelling + poor_feeding_infant,active
SC06951,facial_swelling,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: facial_swelling + decreased_wet_diapers,active
SC06952,facial_swelling,bulging_fontanelle,clinical,URGENT,7,Clinical combination: facial_swelling + bulging_fontanelle,active
SC06953,facial_swelling,irritable_infant,clinical,NON-URGENT,3,Clinical combination: facial_swelling + irritable_infant,active
SC06954,red_eye,vision_change,clinical,NON-URGENT,3,Clinical combination: red_eye + vision_change,active
SC06955,red_eye,eye_discharge,clinical,NON-URGENT,3,Clinical combination: red_eye + eye_discharge,active
SC06956,red_eye,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: red_eye + foreign_body_eye,active
SC06957,red_eye,photophobia,clinical,NON-URGENT,3,Clinical combination: red_eye + photophobia,active
SC06958,red_eye,sudden_vision_loss,clinical,URGENT,7,Clinical combination: red_eye + sudden_vision_loss,active
SC06959,red_eye,urinary_retention,clinical,NON-URGENT,3,Clinical combination: red_eye + urinary_retention,active
SC06960,red_eye,hematuria,clinical,NON-URGENT,3,Clinical combination: red_eye + hematuria,active
SC06961,red_eye,flank_pain,clinical,NON-URGENT,3,Clinical combination: red_eye + flank_pain,active
SC06962,red_eye,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: red_eye + kidney_stone_pain,active
SC06963,red_eye,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: red_eye + urinary_frequency,active
SC06964,red_eye,incontinence,clinical,NON-URGENT,3,Clinical combination: red_eye + incontinence,active
SC06965,red_eye,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: red_eye + scrotal_pain,active
SC06966,red_eye,testicular_pain,clinical,NON-URGENT,3,Clinical combination: red_eye + testicular_pain,active
SC06967,red_eye,testicular_torsion,clinical,URGENT,7,Clinical combination: red_eye + testicular_torsion,active
SC06968,red_eye,penile_discharge,clinical,NON-URGENT,3,Clinical combination: red_eye + penile_discharge,active
SC06969,red_eye,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: red_eye + anxiety_attack,active
SC06970,red_eye,panic_attack,clinical,NON-URGENT,3,Clinical combination: red_eye + panic_attack,active
SC06971,red_eye,depression_severe,clinical,NON-URGENT,3,Clinical combination: red_eye + depression_severe,active
SC06972,red_eye,agitation,clinical,NON-URGENT,3,Clinical combination: red_eye + agitation,active
SC06973,red_eye,aggression,clinical,NON-URGENT,3,Clinical combination: red_eye + aggression,active
SC06974,red_eye,hallucinations,clinical,URGENT,7,Clinical combination: red_eye + hallucinations,active
SC06975,red_eye,substance_withdrawal,clinical,URGENT,7,Clinical combination: red_eye + substance_withdrawal,active
SC06976,red_eye,self_harm,clinical,URGENT,7,Clinical combination: red_eye + self_harm,active
SC06977,red_eye,psychosis,clinical,URGENT,7,Clinical combination: red_eye + psychosis,active
SC06978,red_eye,infant_fever,clinical,NON-URGENT,3,Clinical combination: red_eye + infant_fever,active
SC06979,red_eye,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: red_eye + poor_feeding_infant,active
SC06980,red_eye,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: red_eye + decreased_wet_diapers,active
SC06981,red_eye,bulging_fontanelle,clinical,URGENT,7,Clinical combination: red_eye + bulging_fontanelle,active
SC06982,red_eye,irritable_infant,clinical,NON-URGENT,3,Clinical combination: red_eye + irritable_infant,active
SC06983,vision_change,eye_discharge,clinical,NON-URGENT,3,Clinical combination: vision_change + eye_discharge,active
SC06984,vision_change,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: vision_change + foreign_body_eye,active
SC06985,vision_change,photophobia,clinical,NON-URGENT,3,Clinical combination: vision_change + photophobia,active
SC06986,vision_change,sudden_vision_loss,clinical,URGENT,7,Clinical combination: vision_change + sudden_vision_loss,active
SC06987,vision_change,urinary_retention,clinical,NON-URGENT,3,Clinical combination: vision_change + urinary_retention,active
SC06988,vision_change,hematuria,clinical,NON-URGENT,3,Clinical combination: vision_change + hematuria,active
SC06989,vision_change,flank_pain,clinical,NON-URGENT,3,Clinical combination: vision_change + flank_pain,active
SC06990,vision_change,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: vision_change + kidney_stone_pain,active
SC06991,vision_change,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: vision_change + urinary_frequency,active
SC06992,vision_change,incontinence,clinical,NON-URGENT,3,Clinical combination: vision_change + incontinence,active
SC06993,vision_change,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: vision_change + scrotal_pain,active
SC06994,vision_change,testicular_pain,clinical,NON-URGENT,3,Clinical combination: vision_change + testicular_pain,active
SC06995,vision_change,testicular_torsion,clinical,URGENT,7,Clinical combination: vision_change + testicular_torsion,active
SC06996,vision_change,penile_discharge,clinical,NON-URGENT,3,Clinical combination: vision_change + penile_discharge,active
SC06997,vision_change,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: vision_change + anxiety_attack,active
SC06998,vision_change,panic_attack,clinical,NON-URGENT,3,Clinical combination: vision_change + panic_attack,active
SC06999,vision_change,depression_severe,clinical,NON-URGENT,3,Clinical combination: vision_change + depression_severe,active
SC07000,vision_change,agitation,clinical,NON-URGENT,3,Clinical combination: vision_change + agitation,active
SC07001,vision_change,aggression,clinical,NON-URGENT,3,Clinical combination: vision_change + aggression,active
SC07002,vision_change,hallucinations,clinical,URGENT,7,Clinical combination: vision_change + hallucinations,active
SC07003,vision_change,substance_withdrawal,clinical,URGENT,7,Clinical combination: vision_change + substance_withdrawal,active
SC07004,vision_change,self_harm,clinical,URGENT,7,Clinical combination: vision_change + self_harm,active
SC07005,vision_change,psychosis,clinical,URGENT,7,Clinical combination: vision_change + psychosis,active
SC07006,vision_change,infant_fever,clinical,NON-URGENT,3,Clinical combination: vision_change + infant_fever,active
SC07007,vision_change,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: vision_change + poor_feeding_infant,active
SC07008,vision_change,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: vision_change + decreased_wet_diapers,active
SC07009,vision_change,bulging_fontanelle,clinical,URGENT,7,Clinical combination: vision_change + bulging_fontanelle,active
SC07010,vision_change,irritable_infant,clinical,NON-URGENT,3,Clinical combination: vision_change + irritable_infant,active
SC07011,eye_discharge,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: eye_discharge + foreign_body_eye,active
SC07012,eye_discharge,photophobia,clinical,NON-URGENT,3,Clinical combination: eye_discharge + photophobia,active
SC07013,eye_discharge,sudden_vision_loss,clinical,URGENT,7,Clinical combination: eye_discharge + sudden_vision_loss,active
SC07014,eye_discharge,urinary_retention,clinical,NON-URGENT,3,Clinical combination: eye_discharge + urinary_retention,active
SC07015,eye_discharge,hematuria,clinical,NON-URGENT,3,Clinical combination: eye_discharge + hematuria,active
SC07016,eye_discharge,flank_pain,clinical,NON-URGENT,3,Clinical combination: eye_discharge + flank_pain,active
SC07017,eye_discharge,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: eye_discharge + kidney_stone_pain,active
SC07018,eye_discharge,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: eye_discharge + urinary_frequency,active
SC07019,eye_discharge,incontinence,clinical,NON-URGENT,3,Clinical combination: eye_discharge + incontinence,active
SC07020,eye_discharge,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: eye_discharge + scrotal_pain,active
SC07021,eye_discharge,testicular_pain,clinical,NON-URGENT,3,Clinical combination: eye_discharge + testicular_pain,active
SC07022,eye_discharge,testicular_torsion,clinical,URGENT,7,Clinical combination: eye_discharge + testicular_torsion,active
SC07023,eye_discharge,penile_discharge,clinical,NON-URGENT,3,Clinical combination: eye_discharge + penile_discharge,active
SC07024,eye_discharge,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: eye_discharge + anxiety_attack,active
SC07025,eye_discharge,panic_attack,clinical,NON-URGENT,3,Clinical combination: eye_discharge + panic_attack,active
SC07026,eye_discharge,depression_severe,clinical,NON-URGENT,3,Clinical combination: eye_discharge + depression_severe,active
SC07027,eye_discharge,agitation,clinical,NON-URGENT,3,Clinical combination: eye_discharge + agitation,active
SC07028,eye_discharge,aggression,clinical,NON-URGENT,3,Clinical combination: eye_discharge + aggression,active
SC07029,eye_discharge,hallucinations,clinical,URGENT,7,Clinical combination: eye_discharge + hallucinations,active
SC07030,eye_discharge,substance_withdrawal,clinical,URGENT,7,Clinical combination: eye_discharge + substance_withdrawal,active
SC07031,eye_discharge,self_harm,clinical,URGENT,7,Clinical combination: eye_discharge + self_harm,active
SC07032,eye_discharge,psychosis,clinical,URGENT,7,Clinical combination: eye_discharge + psychosis,active
SC07033,eye_discharge,infant_fever,clinical,NON-URGENT,3,Clinical combination: eye_discharge + infant_fever,active
SC07034,eye_discharge,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: eye_discharge + poor_feeding_infant,active
SC07035,eye_discharge,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: eye_discharge + decreased_wet_diapers,active
SC07036,eye_discharge,bulging_fontanelle,clinical,URGENT,7,Clinical combination: eye_discharge + bulging_fontanelle,active
SC07037,eye_discharge,irritable_infant,clinical,NON-URGENT,3,Clinical combination: eye_discharge + irritable_infant,active
SC07038,foreign_body_eye,photophobia,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + photophobia,active
SC07039,foreign_body_eye,sudden_vision_loss,clinical,URGENT,7,Clinical combination: foreign_body_eye + sudden_vision_loss,active
SC07040,foreign_body_eye,urinary_retention,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + urinary_retention,active
SC07041,foreign_body_eye,hematuria,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + hematuria,active
SC07042,foreign_body_eye,flank_pain,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + flank_pain,active
SC07043,foreign_body_eye,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + kidney_stone_pain,active
SC07044,foreign_body_eye,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + urinary_frequency,active
SC07045,foreign_body_eye,incontinence,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + incontinence,active
SC07046,foreign_body_eye,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + scrotal_pain,active
SC07047,foreign_body_eye,testicular_pain,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + testicular_pain,active
SC07048,foreign_body_eye,testicular_torsion,clinical,URGENT,7,Clinical combination: foreign_body_eye + testicular_torsion,active
SC07049,foreign_body_eye,penile_discharge,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + penile_discharge,active
SC07050,foreign_body_eye,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + anxiety_attack,active
SC07051,foreign_body_eye,panic_attack,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + panic_attack,active
SC07052,foreign_body_eye,depression_severe,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + depression_severe,active
SC07053,foreign_body_eye,agitation,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + agitation,active
SC07054,foreign_body_eye,aggression,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + aggression,active
SC07055,foreign_body_eye,hallucinations,clinical,URGENT,7,Clinical combination: foreign_body_eye + hallucinations,active
SC07056,foreign_body_eye,substance_withdrawal,clinical,URGENT,7,Clinical combination: foreign_body_eye + substance_withdrawal,active
SC07057,foreign_body_eye,self_harm,clinical,URGENT,7,Clinical combination: foreign_body_eye + self_harm,active
SC07058,foreign_body_eye,psychosis,clinical,URGENT,7,Clinical combination: foreign_body_eye + psychosis,active
SC07059,foreign_body_eye,infant_fever,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + infant_fever,active
SC07060,foreign_body_eye,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + poor_feeding_infant,active
SC07061,foreign_body_eye,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + decreased_wet_diapers,active
SC07062,foreign_body_eye,bulging_fontanelle,clinical,URGENT,7,Clinical combination: foreign_body_eye + bulging_fontanelle,active
SC07063,foreign_body_eye,irritable_infant,clinical,NON-URGENT,3,Clinical combination: foreign_body_eye + irritable_infant,active
SC07064,photophobia,sudden_vision_loss,clinical,URGENT,7,Clinical combination: photophobia + sudden_vision_loss,active
SC07065,photophobia,urinary_retention,clinical,NON-URGENT,3,Clinical combination: photophobia + urinary_retention,active
SC07066,photophobia,hematuria,clinical,NON-URGENT,3,Clinical combination: photophobia + hematuria,active
SC07067,photophobia,flank_pain,clinical,NON-URGENT,3,Clinical combination: photophobia + flank_pain,active
SC07068,photophobia,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: photophobia + kidney_stone_pain,active
