dictionary_id,local_term,english_term,category
11178,paa,foot,condition
11179,pagkaon allergy,food allergy,allergy
11180,palpitations,arrhythmia,condition
11181,pamamantal,rash,condition
11182,panakit tiyan,stomach pain,condition
11183,pancreas,pancreatitis,condition
11184,pancreatitis,pancreatitis,condition
11185,panghal,stroke,condition
11186,pangingilo,tooth sensitivity,condition
11187,panit nagakati,itching,condition
11188,pantal,rash,condition
11189,panu,tinea versicolor,condition
11190,panuhot,jaundice,condition
11191,parkinson,parkinson disease,condition
11192,patis allergy,fish allergy,allergy
11193,peach allergy,peach allergy,allergy
11194,peanut alergy,peanut allergy,allergy
11195,peanut allergy,peanut allergy,allergy
11196,penicilin allergy,penicillin allergy,allergy
11197,penicillin allergy,penicillin allergy,allergy
11198,peptic ulcer disease,Peptic ulcer disease,condition
11199,Pepticulcerdisease,Peptic ulcer disease,condition
11200,perfume allergy,fragrance sensitivity,allergy
11201,perme budlay magginhawa ko,difficulty breathing,condition
11202,perme gasakit dughan ko,chest pain,condition
11203,perme ginkagat sang ido ko,dog bite,condition
11204,perme may nana akon mata,eye infection,condition
11205,perme nabali kamot ko,hand fracture,condition
11206,perme nagdugo ulo ko,head bleeding,condition
11207,perme nga budlay magginhawa ko,difficulty breathing,condition
11208,perme nga gasakit dughan ko,chest pain,condition
11209,perme nga ginkagat sang ido ko,dog bite,condition
11210,perme nga may nana akon mata,eye infection,condition
11211,perme nga nabali kamot ko,hand fracture,condition
11212,perme nga nagdugo ulo ko,head bleeding,condition
11213,pet allergy,pet dander allergy,allergy
11214,pigsa,boil,condition
11215,pilas,wound,condition
11216,pilas gid,wound,condition
11217,pilas ko,wound,condition
11218,pilay,paralysis,condition
11219,pimples,acne,condition
11220,pineapple allergy,pineapple allergy,allergy
11221,pink eye,conjunctivitis,condition
11222,pisngi,cheek,condition
11223,pistachio allergy,tree nut allergy,allergy
11224,pnemonia,pneumonia,condition
11225,pneumonia,pneumonia,condition
11226,pneumuna,pneumonia,condition
11227,pollen allergy,pollen allergy,allergy
11228,pollen food syndrome,oral allergy syndrome,allergy
11229,pool chlorine,chemical sensitivity,allergy
11230,posible budlay magginhawa ko,difficulty breathing,condition
11231,posible gasakit dughan ko,chest pain,condition
11232,posible ginkagat sang ido ko,dog bite,condition
11233,posible may nana akon mata,eye infection,condition
11234,posible nabali kamot ko,hand fracture,condition
11235,posible nagdugo ulo ko,head bleeding,condition
11236,posible nga budlay magginhawa ko,difficulty breathing,condition
11237,posible nga gasakit dughan ko,chest pain,condition
11238,posible nga ginkagat sang ido ko,dog bite,condition
11239,posible nga may nana akon mata,eye infection,condition
11240,posible nga nabali kamot ko,hand fracture,condition
11241,posible nga nagdugo ulo ko,head bleeding,condition
11242,potato allergy,potato allergy,allergy
11243,ppd allergy,contact dermatitis,allergy
11244,preeclampsia,preeclampsia,condition
11245,pregnancy,pregnancy,condition
11246,preservative allergy,food allergy,allergy
11247,prostate,prostate disease,condition
11248,prostate problem,prostate disease,condition
11249,psoriasis,psoriasis,condition
11250,ptb,tuberculosis,condition
11251,ptb -,tuberculosis,condition
11252,ptb+,tuberculosis,condition
11253,pula mata,red eye,condition
11254,pulikat,muscle cramp,condition
11255,pulmonary disease,lung disease,condition
11256,pulmonary tb,tuberculosis,condition
11257,pulmonya,pneumonia,condition
11258,pulmonya nga tb,tuberculosis,condition
11259,punaw,shortness of breath,condition
11260,puyat,sleep deprivation,condition
11261,ra,rheumatoid arthritis,condition
11262,ragweed allergy,ragweed allergy,allergy
11263,rash,rash,condition
11264,rashes,rash,condition
11265,rayuma,arthritis,condition
11266,rayuma ng balikat,arthritis,condition
11267,rayuma ng kamay,arthritis,condition
11268,rayuma ng leeg,cervical spondylosis,condition
11269,rayuma ng tuhod,osteoarthritis,condition
11270,rayuma sa kamot,arthritis,condition
11271,rayuma sa lawas,arthritis,condition
11272,rayuma sa liog,cervical spondylosis,condition
11273,rayuma sa tiil,arthritis,condition
11274,rayuma sa tuhod,osteoarthritis,condition
11275,red dye allergy,food coloring allergy,allergy
11276,red eye,conjunctivitis,condition
11277,renal failure,kidney failure,condition
11278,respiratory disease,lung disease,condition
11279,retina problem,retinal disease,condition
11280,rubella,rubella,condition
11281,runny nose,runny nose,condition
11282,sakit abaga ako,shoulder pain,condition
11283,sakit abaga akon,shoulder pain,condition
11284,sakit abaga akon gid,shoulder pain,condition
11285,sakit abaga akon subong,shoulder pain,condition
11286,sakit abaga gid ko,shoulder pain,condition
11287,sakit abaga ko,shoulder pain,condition
11288,sakit abaga ko gid,shoulder pain,condition
11289,sakit abaga ko man,shoulder pain,condition
11290,sakit abaga man,shoulder pain,condition
11291,sakit abaga subong,shoulder pain,condition
11292,sakit acun itlog,testicular pain,condition
11293,sakit acun itlog ko,testicular pain,condition
11294,sakit acun itlug,testicular pain,condition
11295,sakit acun itlug ko,testicular pain,condition
11296,sakit akon abaga,shoulder pain,condition
11297,sakit akon ari,penile pain,condition
11298,sakit akon ari ko,penile pain,condition
11299,sakit akon ary,penile pain,condition
11300,sakit akon ary ko,penile pain,condition
11301,sakit akon atay,liver pain,condition
11302,sakit akon awang,jaw pain,condition
11303,sakit akon baba,mouth pain,condition
11304,sakit akon balat,skin pain,condition
11305,sakit akon batiis,leg pain,condition
11306,sakit akon bato,kidney pain,condition
11307,sakit akon bayag,scrotal pain,condition
11308,sakit akon baywang,waist pain,condition
11309,sakit akon bilad,vaginal pain,condition
11310,sakit akon bilad ko,vaginal pain,condition
11311,sakit akon bilat,vaginal pain,condition
11312,sakit akon bilat ko,vaginal pain,condition
11313,sakit akon buhok,hair pain,condition
11314,sakit akon bukong,forehead pain,condition
11315,sakit akon buuk,arm pain,condition
11316,sakit akon dalunggan,ear pain,condition
11317,sakit akon dila,tongue pain,condition
11318,sakit akon dughan,chest pain,condition
11319,sakit akon ilong,nose pain,condition
11320,sakit akon itlog,testicular pain,condition
11321,sakit akon itlog ko,testicular pain,condition
11322,sakit akon itlog ku,testicular pain,condition
11323,sakit akon itlug,testicular pain,condition
11324,sakit akon itlug ko,testicular pain,condition
11325,sakit akon itlug ku,testicular pain,condition
11326,sakit akon kamot,hand pain,condition
11327,sakit akon kipay,vulvar pain,condition
11328,sakit akon kuko,nail pain,condition
11329,sakit akon lawas,body pain,condition
11330,sakit akon lawi,nape pain,condition
11331,sakit akon likod,back pain,condition
11332,sakit akon liog,neck pain,condition
11333,sakit akon mata,eye pain,condition
11334,sakit akon ngipon,tooth pain,condition
11335,sakit akon paa,foot pain,condition
11336,sakit akon pilas,wound pain,condition
11337,sakit akon pisngi,cheek pain,condition
11338,sakit akon siko,elbow pain,condition
11339,sakit akon singit,groin pain,condition
11340,sakit akon tadlong,forearm pain,condition
11341,sakit akon tagipusuon,heart pain,condition
11342,sakit akon tai,buttocks pain,condition
11343,sakit akon tiil,foot pain,condition
11344,sakit akon tikod,heel pain,condition
11345,sakit akon titi,breast pain,condition
11346,sakit akon tiyan,abdominal pain,condition
11347,sakit akon tudlo,finger pain,condition
11348,sakit akon tuhod,knee pain,condition
11349,sakit akon tungod,throat pain,condition
11350,sakit akon tungtong,ankle pain,condition
11351,sakit akon ulo,head pain,condition
11352,sakit akon utok,brain pain,condition
11353,sakit ari,penile pain,condition
11354,sakit ari ako,penile pain,condition
11355,sakit ari akon,penile pain,condition
11356,sakit ari akon gid,penile pain,condition
11357,sakit ari akon subong,penile pain,condition
11358,sakit ari gid ko,penile pain,condition
11359,sakit ari ko,penile pain,condition
11360,sakit ari ko ako,penile pain,condition
11361,sakit ari ko akon,penile pain,condition
11362,sakit ari ko akon gid,penile pain,condition
11363,sakit ari ko akon subong,penile pain,condition
11364,sakit ari ko gid,penile pain,condition
11365,sakit ari ko gid ko,penile pain,condition
11366,sakit ari ko ko,penile pain,condition
11367,sakit ari ko ko gid,penile pain,condition
11368,sakit ary ako,penile pain,condition
11369,sakit ary akon,penile pain,condition
11370,sakit ary akon gid,penile pain,condition
11371,sakit ary akon subong,penile pain,condition
11372,sakit ary gid ko,penile pain,condition
11373,sakit ary ko,penile pain,condition
11374,sakit ary ko ako,penile pain,condition
11375,sakit ary ko akon,penile pain,condition
11376,sakit ary ko akon gid,penile pain,condition
11377,sakit ary ko akon subong,penile pain,condition
11378,sakit ary ko gid,penile pain,condition
11379,sakit ary ko gid ko,penile pain,condition
11380,sakit ary ko ko,penile pain,condition
11381,sakit ary ko ko gid,penile pain,condition
11382,sakit atay akon,liver pain,condition
11383,sakit atay gid ko,liver pain,condition
11384,sakit atay ko,liver pain,condition
11385,sakit atay man,liver pain,condition
11386,sakit atay subong,liver pain,condition
11387,sakit awang akon,jaw pain,condition
11388,sakit awang gid ko,jaw pain,condition
11389,sakit awang ko,jaw pain,condition
11390,sakit awang man,jaw pain,condition
11391,sakit awang subong,jaw pain,condition
11392,sakit baba akon,mouth pain,condition
11393,sakit baba gid ko,mouth pain,condition
11394,sakit baba ko,mouth pain,condition
11395,sakit baba man,mouth pain,condition
11396,sakit baba subong,mouth pain,condition
11397,sakit baga,lung disease,condition
11398,sakit balat akon,skin pain,condition
11399,sakit balat gid ko,skin pain,condition
11400,sakit balat ko,skin pain,condition
11401,sakit balat man,skin pain,condition
11402,sakit balat subong,skin pain,condition
11403,sakit batiis akon,leg pain,condition
11404,sakit batiis gid ko,leg pain,condition
11405,sakit batiis ko,leg pain,condition
11406,sakit batiis man,leg pain,condition
11407,sakit batiis subong,leg pain,condition
11408,sakit bato akon,kidney pain,condition
11409,sakit bato gid ko,kidney pain,condition
11410,sakit bato ko,kidney pain,condition
11411,sakit bato man,kidney pain,condition
11412,sakit bato subong,kidney pain,condition
11413,sakit bayag ako,scrotal pain,condition
11414,sakit bayag akon,scrotal pain,condition
11415,sakit bayag akon gid,scrotal pain,condition
11416,sakit bayag akon subong,scrotal pain,condition
11417,sakit bayag gid ko,scrotal pain,condition
11418,sakit bayag ko,scrotal pain,condition
11419,sakit bayag ko gid,scrotal pain,condition
11420,sakit baywang ako,waist pain,condition
11421,sakit baywang akon,waist pain,condition
11422,sakit baywang akon gid,waist pain,condition
11423,sakit baywang akon subong,waist pain,condition
11424,sakit baywang gid ko,waist pain,condition
11425,sakit baywang ko,waist pain,condition
11426,sakit baywang ko gid,waist pain,condition
11427,sakit baywang ko man,waist pain,condition
11428,sakit baywang man,waist pain,condition
11429,sakit baywang subong,waist pain,condition
11430,sakit bilad ako,vaginal pain,condition
11431,sakit bilad akon,vaginal pain,condition
11432,sakit bilad akon gid,vaginal pain,condition
11433,sakit bilad akon subong,vaginal pain,condition
11434,sakit bilad gid ko,vaginal pain,condition
11435,sakit bilad ko,vaginal pain,condition
11436,sakit bilad ko ako,vaginal pain,condition
11437,sakit bilad ko akon,vaginal pain,condition
11438,sakit bilad ko akon gid,vaginal pain,condition
11439,sakit bilad ko akon subong,vaginal pain,condition
11440,sakit bilad ko gid,vaginal pain,condition
11441,sakit bilad ko gid ko,vaginal pain,condition
11442,sakit bilad ko ko,vaginal pain,condition
11443,sakit bilad ko ko gid,vaginal pain,condition
11444,sakit bilat,vaginal pain,condition
11445,sakit bilat ako,vaginal pain,condition
11446,sakit bilat akon,vaginal pain,condition
11447,sakit bilat akon gid,vaginal pain,condition
11448,sakit bilat akon subong,vaginal pain,condition
11449,sakit bilat gid ko,vaginal pain,condition
11450,sakit bilat ko,vaginal pain,condition
11451,sakit bilat ko ako,vaginal pain,condition
11452,sakit bilat ko akon,vaginal pain,condition
11453,sakit bilat ko akon gid,vaginal pain,condition
11454,sakit bilat ko akon subong,vaginal pain,condition
11455,sakit bilat ko gid,vaginal pain,condition
11456,sakit bilat ko gid ko,vaginal pain,condition
11457,sakit bilat ko ko,vaginal pain,condition
11458,sakit bilat ko ko gid,vaginal pain,condition
11459,sakit buhok akon,hair pain,condition
11460,sakit buhok gid ko,hair pain,condition
11461,sakit buhok ko,hair pain,condition
11462,sakit buhok man,hair pain,condition
11463,sakit buhok subong,hair pain,condition
11464,sakit buko-buko,back pain,condition
11465,sakit bukong akon,forehead pain,condition
11466,sakit bukong gid ko,forehead pain,condition
11467,sakit bukong ko,forehead pain,condition
11468,sakit bukong man,forehead pain,condition
11469,sakit bukong subong,forehead pain,condition
11470,sakit buuk akon,arm pain,condition
11471,sakit buuk gid ko,arm pain,condition
11472,sakit buuk ko,arm pain,condition
11473,sakit buuk man,arm pain,condition
11474,sakit buuk subong,arm pain,condition
11475,sakit dalunggan akon,ear pain,condition
11476,sakit dalunggan gid ko,ear pain,condition
11477,sakit dalunggan ko,ear pain,condition
11478,sakit dalunggan man,ear pain,condition
11479,sakit dalunggan subong,ear pain,condition
11480,sakit dila akon,tongue pain,condition
11481,sakit dila gid ko,tongue pain,condition
11482,sakit dila ko,tongue pain,condition
