term_id,term,english,concept,language,status
,sakit tina-i ko man,abdominal pain,abdominal_pain,hiligaynon,active
,sakit titi akon,breast pain,breast_pain,hiligaynon,active
,sakit titi gid ko,breast pain,breast_pain,hiligaynon,active
,sakit titi ko,breast pain,breast_pain,hiligaynon,active
,sakit titi man,breast pain,breast_pain,hiligaynon,active
,sakit titi subong,breast pain,breast_pain,hiligaynon,active
,sakit tiyan,stomach pain,stomach_pain,hiligaynon,active
,sakit tiyan ako,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan akon,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan akon gid,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan akon subong,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan gid ko,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan ko,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan ko ako,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan ko akon,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan ko akon gid,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan ko akon subong,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan ko gid,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan ko kag ginasuka ko,abdominal pain with nausea,abdominal_pain_with_nausea,hiligaynon,active
,sakit tiyan ko ko,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan ko ko gid,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan ko ko man,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan ko man,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan ko upod sang ginasuka ko,abdominal pain with nausea,abdominal_pain_with_nausea,hiligaynon,active
,sakit tiyan man,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tiyan subong,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tudlo akon,finger pain,finger_pain,hiligaynon,active
,sakit tudlo gid ko,finger pain,finger_pain,hiligaynon,active
,sakit tudlo ko,finger pain,finger_pain,hiligaynon,active
,sakit tudlo man,finger pain,finger_pain,hiligaynon,active
,sakit tudlo subong,finger pain,finger_pain,hiligaynon,active
,sakit tuhod,osteoarthritis,osteoarthritis,hiligaynon,active
,sakit tuhod ako,knee pain,knee_pain,hiligaynon,active
,sakit tuhod akon,knee pain,knee_pain,hiligaynon,active
,sakit tuhod akon gid,knee pain,knee_pain,hiligaynon,active
,sakit tuhod akon subong,knee pain,knee_pain,hiligaynon,active
,sakit tuhod gid ko,knee pain,knee_pain,hiligaynon,active
,sakit tuhod ko,knee pain,knee_pain,hiligaynon,active
,sakit tuhod ko gid,knee pain,knee_pain,hiligaynon,active
,sakit tuhod ko man,knee pain,knee_pain,hiligaynon,active
,sakit tuhod man,knee pain,knee_pain,hiligaynon,active
,sakit tuhod subong,knee pain,knee_pain,hiligaynon,active
,sakit tungod akon,throat pain,throat_pain,hiligaynon,active
,sakit tungod gid ko,throat pain,throat_pain,hiligaynon,active
,sakit tungod ko,throat pain,throat_pain,hiligaynon,active
,sakit tungod man,throat pain,throat_pain,hiligaynon,active
,sakit tungod subong,throat pain,throat_pain,hiligaynon,active
,sakit tungtong ako,ankle pain,ankle_pain,hiligaynon,active
,sakit tungtong akon,ankle pain,ankle_pain,hiligaynon,active
,sakit tungtong akon gid,ankle pain,ankle_pain,hiligaynon,active
,sakit tungtong akon subong,ankle pain,ankle_pain,hiligaynon,active
,sakit tungtong gid ko,ankle pain,ankle_pain,hiligaynon,active
,sakit tungtong ko,ankle pain,ankle_pain,hiligaynon,active
,sakit tungtong ko gid,ankle pain,ankle_pain,hiligaynon,active
,sakit tungtong ko man,ankle pain,ankle_pain,hiligaynon,active
,sakit tungtong man,ankle pain,ankle_pain,hiligaynon,active
,sakit tungtong subong,ankle pain,ankle_pain,hiligaynon,active
,sakit tutunlan,sore throat,sore_throat,hiligaynon,active
,sakit ulo,headache,headache,hiligaynon,active
,sakit ulo ako,head pain,head_pain,hiligaynon,active
,sakit ulo akon,head pain,head_pain,hiligaynon,active
,sakit ulo akon gid,head pain,head_pain,hiligaynon,active
,sakit ulo akon subong,head pain,head_pain,hiligaynon,active
,sakit ulo gid ko,head pain,head_pain,hiligaynon,active
,sakit ulo ko,head pain,head_pain,hiligaynon,active
,sakit ulo ko ako,head pain,head_pain,hiligaynon,active
,sakit ulo ko akon,head pain,head_pain,hiligaynon,active
,sakit ulo ko akon gid,head pain,head_pain,hiligaynon,active
,sakit ulo ko akon subong,head pain,head_pain,hiligaynon,active
,sakit ulo ko gid,head pain,head_pain,hiligaynon,active
,sakit ulo ko kag ginahilanat ko,headache with fever,headache_with_fever,hiligaynon,active
,sakit ulo ko ko,head pain,head_pain,hiligaynon,active
,sakit ulo ko ko gid,head pain,head_pain,hiligaynon,active
,sakit ulo ko ko man,head pain,head_pain,hiligaynon,active
,sakit ulo ko man,head pain,head_pain,hiligaynon,active
,sakit ulo ko upod sang ginahilanat ko,headache with fever,headache_with_fever,hiligaynon,active
,sakit ulo man,head pain,head_pain,hiligaynon,active
,sakit ulo subong,head pain,head_pain,hiligaynon,active
,sakit utok akon,brain pain,brain_pain,hiligaynon,active
,sakit utok gid ko,brain pain,brain_pain,hiligaynon,active
,sakit utok ko,brain pain,brain_pain,hiligaynon,active
,sakit utok man,brain pain,brain_pain,hiligaynon,active
,sakit utok subong,brain pain,brain_pain,hiligaynon,active
,sars cov2,covid-19,covid-19,hiligaynon,active
,scabies,scabies,scabies,hiligaynon,active
,schizophrenia,schizophrenia,schizophrenia,hiligaynon,active
,seafood alergy,shellfish allergy,shellfish_allergy,hiligaynon,active
,seafood allergy,shellfish allergy,shellfish_allergy,hiligaynon,active
,seasonal allergy,seasonal allergic rhinitis,seasonal_allergic_rhinitis,hiligaynon,active
,seizure,seizure,seizure,hiligaynon,active
,semana na gahika ko,cough,cough,hiligaynon,active
,semana na gahubag tiyan ko,abdominal swelling,abdominal_swelling,hiligaynon,active
,semana na galuya lawas ko,body weakness,body_weakness,hiligaynon,active
,semana na gasakit ulo ko,head pain,head_pain,hiligaynon,active
,semana na ginadudul-om ko,diarrhea,diarrhea,hiligaynon,active
,semana na ginahilanat ko,fever,fever,hiligaynon,active
,semana na may nana akon mata,eye infection,eye_infection,hiligaynon,active
,semana na may pilas ko sa kamot,hand wound,hand_wound,hiligaynon,active
,sepsis,sepsis,sepsis,hiligaynon,active
,sesame allergy,sesame allergy,sesame_allergy,hiligaynon,active
,severe allergy,severe allergy,severe_allergy,hiligaynon,active
,shelfish allergy,shellfish allergy,shellfish_allergy,hiligaynon,active
,shellfish allergy,shellfish allergy,shellfish_allergy,hiligaynon,active
,shingles,herpes zoster,herpes_zoster,hiligaynon,active
,shock allergy,anaphylaxis,anaphylaxis,hiligaynon,active
,shortness of breath,shortness of breath,shortness_of_breath,hiligaynon,active
,shrim allergy,shrimp allergy,shrimp_allergy,hiligaynon,active
,shrimp allergy,shrimp allergy,shrimp_allergy,hiligaynon,active
,sickle cell,sickle cell disease,sickle_cell_disease,hiligaynon,active
,siko,elbow,elbow,hiligaynon,active
,singaw,mouth ulcer,mouth_ulcer,hiligaynon,active
,singaw sa bibig,mouth ulcer,mouth_ulcer,hiligaynon,active
,sinus headache,sinusitis,sinusitis,hiligaynon,active
,sinusitis,sinusitis,sinusitis,hiligaynon,active
,sip on,runny nose,runny_nose,hiligaynon,active
,sip-on,runny nose,runny_nose,hiligaynon,active
,sipon,runny nose,runny_nose,hiligaynon,active
,sipon ug hilanat,common cold,common_cold,hiligaynon,active
,sipon ug sakit ulo,sinusitis,sinusitis,hiligaynon,active
,sipon ug ubo,common cold,common_cold,hiligaynon,active
,skin allergy,contact dermatitis,contact_dermatitis,hiligaynon,active
,skin asthma,eczema,eczema,hiligaynon,active
,skin prob,skin disease,skin_disease,hiligaynon,active
,skin problem,skin disease,skin_disease,hiligaynon,active
,sle,systemic lupus erythematosus,systemic_lupus_erythematosus,hiligaynon,active
,smoke allergy,smoke sensitivity,smoke_sensitivity,hiligaynon,active
,sob,shortness of breath,shortness_of_breath,hiligaynon,active
,sob ko,shortness of breath,shortness_of_breath,hiligaynon,active
,sob ku,shortness of breath,shortness_of_breath,hiligaynon,active
,sobra sa timbang,obesity,obesity,hiligaynon,active
,sobrang taba,obesity,obesity,hiligaynon,active
,sore eyes,conjunctivitis,conjunctivitis,hiligaynon,active
,sore throat,sore throat,sore_throat,hiligaynon,active
,soy allergy,soy allergy,soy_allergy,hiligaynon,active
,std,sexually transmitted infection,sexually_transmitted_infection,hiligaynon,active
,sti,sexually transmitted infection,sexually_transmitted_infection,hiligaynon,active
,stomach flu,gastroenteritis,gastroenteritis,hiligaynon,active
,stomach pain,stomach pain,stomach_pain,hiligaynon,active
,stomachache,stomach pain,stomach_pain,hiligaynon,active
,stones,urolithiasis,urolithiasis,hiligaynon,active
,stress,anxiety disorder,anxiety_disorder,hiligaynon,active
,stroke,stroke,stroke,hiligaynon,active
,subong budlay gid gid ko magginhawa subong gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid gid ko magginhawa subong gid ko,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid gid ko magginhawa subong ko gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid gid ko magginhawa subong man,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid gid ko magginhawa subong na gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ko mag ginhawa subong gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ko mag ginhawa subong gid ko,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ko mag ginhawa subong ko gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ko mag ginhawa subong man,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ko mag ginhawa subong na gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ko magginhawa subong gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ko magginhawa subong gid ko,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ko magginhawa subong ko gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ko magginhawa subong man,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ko magginhawa subong na gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ku magginhawa subong gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ku magginhawa subong gid ko,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ku magginhawa subong ko gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ku magginhawa subong man,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong budlay gid ku magginhawa subong na gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,subong gadugo bilat ko,vaginal bleeding,vaginal_bleeding,hiligaynon,active
,subong gahabok dila ko gid gid,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahabok dila ko gid gid ko,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahabok dila ko gid ko gid,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahabok dila ko gid man,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahabok dila ko gid na gid,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahabok dila ku gid gid,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahabok dila ku gid gid ko,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahabok dila ku gid ko gid,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahabok dila ku gid man,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahabok dila ku gid na gid,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahubag dila ko gid gid,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahubag dila ko gid gid ko,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahubag dila ko gid ko gid,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahubag dila ko gid man,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahubag dila ko gid na gid,swollen tongue,swollen_tongue,hiligaynon,active
,subong gahubag itlog ko,testicular swelling,testicular_swelling,hiligaynon,active
,subong gahubag kamot ko kag nagdugo kamot ko,hand swelling with bleeding,hand_swelling_with_bleeding,hiligaynon,active
,subong gahubag lawas ko kag gakatol lawas ko,body swelling with itching,body_swelling_with_itching,hiligaynon,active
,subong gahubag mata ko kag gahika ko,eye swelling with cough,eye_swelling_with_cough,hiligaynon,active
,subong gahubag tungod ko kag ginahilanat ko,throat swelling with fever,throat_swelling_with_fever,hiligaynon,active
,subong galuya ko kag ginahilanat ko,weakness with fever,weakness_with_fever,hiligaynon,active
,subong galuya lawas ko kag kapoy gid gid,body weakness with severe fatigue,body_weakness_with_severe_fatigue,hiligaynon,active
,subong galuya lawas ko kag kapoy gid gid ko,body weakness with severe fatigue,body_weakness_with_severe_fatigue,hiligaynon,active
,subong galuya lawas ko kag kapoy gid ko gid,body weakness with severe fatigue,body_weakness_with_severe_fatigue,hiligaynon,active
,subong galuya lawas ko kag kapoy gid man,body weakness with severe fatigue,body_weakness_with_severe_fatigue,hiligaynon,active
,subong galuya lawas ko kag kapoy gid na gid,body weakness with severe fatigue,body_weakness_with_severe_fatigue,hiligaynon,active
,subong gapula mata ko kag gakatol gid,red itchy eyes,red_itchy_eyes,hiligaynon,active
,subong gapula mata ko kag gakatol gid ko,red itchy eyes,red_itchy_eyes,hiligaynon,active
,subong gapula mata ko kag gakatol ko gid,red itchy eyes,red_itchy_eyes,hiligaynon,active
,subong gapula mata ko kag gakatol man,red itchy eyes,red_itchy_eyes,hiligaynon,active
,subong gapula mata ko kag gakatol na gid,red itchy eyes,red_itchy_eyes,hiligaynon,active
,subong gasakit ulo ko kag ginahilanat ko,head pain with fever,head_pain_with_fever,hiligaynon,active
,subong gasakit ulo ko karon gid,head pain,head_pain,hiligaynon,active
,subong gasakit ulo ko karon gid ko,head pain,head_pain,hiligaynon,active
,subong gasakit ulo ko karon ko gid,head pain,head_pain,hiligaynon,active
,subong gasakit ulo ko karon man,head pain,head_pain,hiligaynon,active
,subong gasakit ulo ko karon na gid,head pain,head_pain,hiligaynon,active
,subong gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong gin kagat sang ido ko kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong gin kagat sang ido ko kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginahilanat ko kag ginabaldom ko,fever with abdominal pain,fever_with_abdominal_pain,hiligaynon,active
,subong ginahilanat ko kag ubo ko,fever with cough,fever_with_cough,hiligaynon,active
,subong ginasuka ko kag ginadudul-om ko,vomiting with diarrhea,vomiting_with_diarrhea,hiligaynon,active
,subong ginkagat sang ido ko kag nag dugo gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ko kag nag dugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ku kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ku kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ku kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ku kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginkagat sang ido ku kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,subong ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,subong ginsumbag ko kag nabun-og ulo gid ko,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,subong ginsumbag ko kag nabun-og ulo ko gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,subong ginsumbag ko kag nabun-og ulo man,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,subong ginsumbag ko kag nabun-og ulo na gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,subong ginsumbag ku kag nabun-og ulo gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,subong ginsumbag ku kag nabun-og ulo gid ko,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,subong ginsumbag ku kag nabun-og ulo ko gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,subong ginsumbag ku kag nabun-og ulo man,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,subong ginsumbag ku kag nabun-og ulo na gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
