term_id,term,english,concept,language,status
,masakit ang tiyan,stomach pain,stomach_pain,filipino,active
,nagtulon ang mata,sunken eyes,sunken_eyes,filipino,active
,nagalubog kag nagtulon ang mata,sunken eyes,sunken_eyes,filipino,active
,nagalubog ang mata,sunken eyes,sunken_eyes,filipino,active
,nagabalhas ako,sweating,sweating,filipino,active
,madamo ang balhas,sweating,sweating,filipino,active
,nagahubag ang kulani,swelled lymph nodes,swelled_lymph_nodes,filipino,active
,may bukol nga kulani sa liog,swelled lymph nodes,swelled_lymph_nodes,filipino,active
,may bukol sa liog,swelled lymph nodes,swelled_lymph_nodes,filipino,active
,nagahubag ang lutahan,swelling joints,swelling_joints,filipino,active
,hubag ang mga lutahan,swelling joints,swelling_joints,filipino,active
,nagahubag ang joints,swelling joints,swelling_joints,filipino,active
,nagahubag ang tiyan,swelling of stomach,swelling_of_stomach,filipino,active
,hubag kag nagdako ang tiyan,swelling of stomach,swelling_of_stomach,filipino,active
,nagahubag ang mga ugat,swollen blood vessels,swollen_blood_vessels,filipino,active
,nagahubag ang ugat,swollen blood vessels,swollen_blood_vessels,filipino,active
,nagahubag ang kamot kag tiil,swollen extremeties,swollen_extremeties,filipino,active
,hubag ang mga kamot kag tiil,swollen extremeties,swollen_extremeties,filipino,active
,nagahubag ang tiil,swollen legs,swollen_legs,filipino,active
,hubag ang paa,swollen legs,swollen_legs,filipino,active
,nagahubag ang paa,swollen legs,swollen_legs,filipino,active
,ginakatol ang tutunlan,throat irritation,throat_irritation,filipino,active
,sakit kag katol ang tutunlan,throat irritation,throat_irritation,filipino,active
,hapdi ang throat,throat irritation,throat_irritation,filipino,active
,daw grabe ka masakiton ang hitsura,toxic look,toxic_look,filipino,active
,luya kag masakiton ang hitsura,toxic look,toxic_look,filipino,active
,masakiton ang hitsura,toxic look,toxic_look,filipino,active
,may singaw sa dila,ulcers on tongue,ulcers_on_tongue,filipino,active
,may singaw sa bibig,ulcers on tongue,ulcers_on_tongue,filipino,active
,may singaw,ulcers on tongue,ulcers_on_tongue,filipino,active
,indi steady ang paglakat,unsteadiness,unsteadiness,filipino,active
,may problema sa panulok,visual disturbances,visual_disturbances,filipino,active
,indi maayo ang pagtan-aw,visual disturbances,visual_disturbances,filipino,active
,nagasuka ako,vomiting,vomiting,filipino,active
,nagatubig ang mata,watering from eyes,watering_from_eyes,filipino,active
,permi nagatubig ang mata,watering from eyes,watering_from_eyes,filipino,active
,maluya ang bukton kag tiil,weakness in limbs,weakness_in_limbs,filipino,active
,wala kusog ang bukton kag tiil,weakness in limbs,weakness_in_limbs,filipino,active
,wala kusog ang tiil,weakness in limbs,weakness_in_limbs,filipino,active
,maluya ang isa ka bahin sang lawas,weakness of one body side,weakness_of_one_body_side,filipino,active
,wala kusog ang isa ka bahin sang lawas,weakness of one body side,weakness_of_one_body_side,filipino,active
,wala kusog ang isa ka side,weakness of one body side,weakness_of_one_body_side,filipino,active
,nagdugang ang timbang ko,weight gain,weight_gain,filipino,active
,nagtambok ako,weight gain,weight_gain,filipino,active
,nagdugang timbang,weight gain,weight_gain,filipino,active
,nagakunhod ang timbang ko,weight loss,weight_loss,filipino,active
,nagniwang ako,weight loss,weight_loss,filipino,active
,may dilaw nga nana nga nagagwa,yellow crust ooze,yellow_crust_ooze,filipino,active
,nagagwa ang dilaw nga likido sa sugat,yellow crust ooze,yellow_crust_ooze,filipino,active
,dilaw ang ihi,yellow urine,yellow_urine,filipino,active
,nagadilaw ang ihi,yellow urine,yellow_urine,filipino,active
,nagadilaw ang mata,yellowing of eyes,yellowing_of_eyes,filipino,active
,dilaw ang mata,yellowing of eyes,yellowing_of_eyes,filipino,active
,nagadilaw ang panit,yellowish skin,yellowish_skin,filipino,active
,dilaw ang panit,yellowish skin,yellowish_skin,filipino,active
,"paulit-ulit na pagsusuka","Persistent Vomiting",persistent_vomiting,filipino,active
,"hindi tumitigil ang pagsusuka","Persistent Vomiting",persistent_vomiting,filipino,active
,"hirap sa katawan",Fatigue,fatigue,filipino,active
,"hindi maganda ang pakiramdam",Fatigue,fatigue,filipino,active
,"masakit dibdib ko","Chest Pain",chest_pain,filipino,active
,"hindi mapigil ang pagdurugo","Severe Bleeding",severe_bleeding,filipino,active
,himatay,"Loss of Consciousness",loss_of_consciousness,filipino,active
,"walang malay","Loss of Consciousness",loss_of_consciousness,filipino,active
,nanginginig,Seizure,seizure,filipino,active
,kumbulsyon,Seizure,seizure,filipino,active
,pagkakumbulsyon,Seizure,seizure,filipino,active
,"hirap magsalita","Stroke Symptoms",stroke_symptoms,filipino,active
,"mahina ang isang braso","Stroke Symptoms",stroke_symptoms,filipino,active
,"nakasimangot ang mukha","Stroke Symptoms",stroke_symptoms,filipino,active
,"matinding allergy","Severe Allergic Reaction",severe_allergic_reaction,filipino,active
,"namamaga ang lalamunan","Severe Allergic Reaction",severe_allergic_reaction,filipino,active
,anaphylaxis,"Severe Allergic Reaction",severe_allergic_reaction,filipino,active
,nalilito,Confusion,confusion,filipino,active
,"hindi alam kung nasaan",Confusion,confusion,filipino,active
,"magulo ang isip",Confusion,confusion,filipino,active
,"matinding dehydration","Severe Dehydration",severe_dehydration,filipino,active
,"walang ihi","Severe Dehydration",severe_dehydration,filipino,active
,"lubhang tuhog","Severe Dehydration",severe_dehydration,filipino,active
,"nakainom ng lason",Poisoning,poisoning,filipino,active
,pagkalason,Poisoning,poisoning,filipino,active
,overdose,Poisoning,poisoning,filipino,active
,paso,Burns,burns,filipino,active
,nasunog,Burns,burns,filipino,active
,napaso,Burns,burns,filipino,active
,"gusto magpakamatay","Suicidal Thoughts",suicidal_thoughts,filipino,active
,"nais magpakamatay","Suicidal Thoughts",suicidal_thoughts,filipino,active
,suicidal,"Suicidal Thoughts",suicidal_thoughts,filipino,active
,"pamumula ng balat",Rash,rash,filipino,active
,"may rash",Rash,rash,filipino,active
,"sakit ng tenga","Ear Pain",ear_pain,filipino,active
,"sakit ng mata","Eye Pain",eye_pain,filipino,active
,"sakit ng likod","Back Pain",back_pain,filipino,active
,"masakit umihi","Painful Urination",urinary_symptoms,filipino,active
,"mahapdi umihi","Painful Urination",urinary_symptoms,filipino,active
,"mabilis ang tibok ng puso",Palpitations,palpitations,filipino,active
,"kumakabog ang dibdib",Palpitations,palpitations,filipino,active
,"may wheezing",Wheezing,wheezing,filipino,active
,"masakit ang wheezing",Wheezing,wheezing,filipino,active
,"may asthma exacerbation","Asthma Exacerbation",asthma_exacerbation,filipino,active
,"masakit ang asthma exacerbation","Asthma Exacerbation",asthma_exacerbation,filipino,active
,"may stridor",Stridor,stridor,filipino,active
,"masakit ang stridor",Stridor,stridor,filipino,active
,"may bronchitis",Bronchitis,bronchitis,filipino,active
,"masakit ang bronchitis",Bronchitis,bronchitis,filipino,active
,"may pneumonia symptoms","Pneumonia Symptoms",pneumonia_symptoms,filipino,active
,"masakit ang pneumonia symptoms","Pneumonia Symptoms",pneumonia_symptoms,filipino,active
,"may pleuritic chest pain","Pleuritic Chest Pain",pleuritic_chest_pain,filipino,active
,"masakit ang pleuritic chest pain","Pleuritic Chest Pain",pleuritic_chest_pain,filipino,active
,"may hoarseness",Hoarseness,hoarseness,filipino,active
,"masakit ang hoarseness",Hoarseness,hoarseness,filipino,active
,"may nasal congestion","Nasal Congestion",nasal_congestion,filipino,active
,"masakit ang nasal congestion","Nasal Congestion",nasal_congestion,filipino,active
,"may sinus pain","Sinus Pain",sinus_pain,filipino,active
,"masakit ang sinus pain","Sinus Pain",sinus_pain,filipino,active
,"may hemoptysis",Hemoptysis,hemoptysis,filipino,active
,"masakit ang hemoptysis",Hemoptysis,hemoptysis,filipino,active
,"may throat swelling","Throat Swelling",throat_swelling,filipino,active
,"masakit ang throat swelling","Throat Swelling",throat_swelling,filipino,active
,"may aspiration",Aspiration,aspiration,filipino,active
,"masakit ang aspiration",Aspiration,aspiration,filipino,active
,"may croup",Croup,croup,filipino,active
,"masakit ang croup",Croup,croup,filipino,active
,"may nosebleed",Nosebleed,epistaxis,filipino,active
,"masakit ang nosebleed",Nosebleed,epistaxis,filipino,active
,"may severe nosebleed","Severe Nosebleed",severe_epistaxis,filipino,active
,"masakit ang severe nosebleed","Severe Nosebleed",severe_epistaxis,filipino,active
,"may cyanosis",Cyanosis,cyanosis,filipino,active
,"masakit ang cyanosis",Cyanosis,cyanosis,filipino,active
,"may sleep apnea symptoms","Sleep Apnea Symptoms",sleep_apnea_symptoms,filipino,active
,"masakit ang sleep apnea symptoms","Sleep Apnea Symptoms",sleep_apnea_symptoms,filipino,active
,"may syncope",Syncope,syncope,filipino,active
,"masakit ang syncope",Syncope,syncope,filipino,active
,"may low blood pressure","Low Blood Pressure",hypotension,filipino,active
,"masakit ang low blood pressure","Low Blood Pressure",hypotension,filipino,active
,"may severe hypertension","Severe Hypertension",hypertension_severe,filipino,active
,"masakit ang severe hypertension","Severe Hypertension",hypertension_severe,filipino,active
,"may unilateral leg swelling","Unilateral Leg Swelling",leg_swelling_unilateral,filipino,active
,"masakit ang unilateral leg swelling","Unilateral Leg Swelling",leg_swelling_unilateral,filipino,active
,"may claudication",Claudication,claudication,filipino,active
,"masakit ang claudication",Claudication,claudication,filipino,active
,"may irregular heartbeat","Irregular Heartbeat",arrhythmia,filipino,active
,"masakit ang irregular heartbeat","Irregular Heartbeat",arrhythmia,filipino,active
,"may angina",Angina,angina,filipino,active
,"masakit ang angina",Angina,angina,filipino,active
,"may heart failure symptoms","Heart Failure Symptoms",heart_failure_symptoms,filipino,active
,"masakit ang heart failure symptoms","Heart Failure Symptoms",heart_failure_symptoms,filipino,active
,"may cold extremities","Cold Extremities",cold_extremities,filipino,active
,"masakit ang cold extremities","Cold Extremities",cold_extremities,filipino,active
,"may cardiac arrest","Cardiac Arrest",cardiac_arrest_symptoms,filipino,active
,"masakit ang cardiac arrest","Cardiac Arrest",cardiac_arrest_symptoms,filipino,active
,"may constipation",Constipation,constipation,filipino,active
,"masakit ang constipation",Constipation,constipation,filipino,active
,"may bloating",Bloating,bloating,filipino,active
,"masakit ang bloating",Bloating,bloating,filipino,active
,"may difficulty swallowing","Difficulty Swallowing",dysphagia,filipino,active
,"masakit ang difficulty swallowing","Difficulty Swallowing",dysphagia,filipino,active
,"may painful swallowing","Painful Swallowing",odynophagia,filipino,active
,"masakit ang painful swallowing","Painful Swallowing",odynophagia,filipino,active
,"may black stool","Black Stool",melena,filipino,active
,"masakit ang black stool","Black Stool",melena,filipino,active
,"may blood in stool","Blood in Stool",hematochezia,filipino,active
,"masakit ang blood in stool","Blood in Stool",hematochezia,filipino,active
,"may jaundice",Jaundice,jaundice,filipino,active
,"masakit ang jaundice",Jaundice,jaundice,filipino,active
,"may appendicitis pain","Appendicitis Pain",appendicitis_pain,filipino,active
,"masakit ang appendicitis pain","Appendicitis Pain",appendicitis_pain,filipino,active
,"may pancreatitis pain","Pancreatitis Pain",pancreatitis_pain,filipino,active
,"masakit ang pancreatitis pain","Pancreatitis Pain",pancreatitis_pain,filipino,active
,"may gallbladder pain","Gallbladder Pain",gallbladder_pain,filipino,active
,"masakit ang gallbladder pain","Gallbladder Pain",gallbladder_pain,filipino,active
,"may acid reflux","Acid Reflux",reflux,filipino,active
,"masakit ang acid reflux","Acid Reflux",reflux,filipino,active
,"may indigestion",Indigestion,indigestion,filipino,active
,"masakit ang indigestion",Indigestion,indigestion,filipino,active
,"may loss of appetite","Loss of Appetite",anorexia,filipino,active
,"masakit ang loss of appetite","Loss of Appetite",anorexia,filipino,active
,"may unintentional weight loss","Unintentional Weight Loss",weight_loss,filipino,active
,"masakit ang unintentional weight loss","Unintentional Weight Loss",weight_loss,filipino,active
,"may rectal pain","Rectal Pain",rectal_pain,filipino,active
,"masakit ang rectal pain","Rectal Pain",rectal_pain,filipino,active
,"may hernia pain","Hernia Pain",hernia_pain,filipino,active
,"masakit ang hernia pain","Hernia Pain",hernia_pain,filipino,active
,"may acute abdomen","Acute Abdomen",acute_abdomen,filipino,active
,"masakit ang acute abdomen","Acute Abdomen",acute_abdomen,filipino,active
,"may numbness",Numbness,numbness,filipino,active
,"masakit ang numbness",Numbness,numbness,filipino,active
,"may tingling",Tingling,tingling,filipino,active
,"masakit ang tingling",Tingling,tingling,filipino,active
,"may paralysis",Paralysis,paralysis,filipino,active
,"masakit ang paralysis",Paralysis,paralysis,filipino,active
,"may tremor",Tremor,tremor,filipino,active
,"masakit ang tremor",Tremor,tremor,filipino,active
,"may facial weakness","Facial Weakness",facial_weakness,filipino,active
,"masakit ang facial weakness","Facial Weakness",facial_weakness,filipino,active
,"may vision loss","Vision Loss",vision_loss,filipino,active
,"masakit ang vision loss","Vision Loss",vision_loss,filipino,active
,"may double vision","Double Vision",double_vision,filipino,active
,"masakit ang double vision","Double Vision",double_vision,filipino,active
,"may hearing loss","Hearing Loss",hearing_loss,filipino,active
,"masakit ang hearing loss","Hearing Loss",hearing_loss,filipino,active
,"may vertigo",Vertigo,vertigo,filipino,active
,"masakit ang vertigo",Vertigo,vertigo,filipino,active
,"may severe migraine","Severe Migraine",migraine_severe,filipino,active
,"masakit ang severe migraine","Severe Migraine",migraine_severe,filipino,active
,"may stiff neck","Stiff Neck",stiff_neck,filipino,active
,"masakit ang stiff neck","Stiff Neck",stiff_neck,filipino,active
,"may meningism",Meningism,meningism,filipino,active
,"masakit ang meningism",Meningism,meningism,filipino,active
,"may gait disturbance","Gait Disturbance",gait_disturbance,filipino,active
,"masakit ang gait disturbance","Gait Disturbance",gait_disturbance,filipino,active
,"may acute memory loss","Acute Memory Loss",memory_loss_acute,filipino,active
,"masakit ang acute memory loss","Acute Memory Loss",memory_loss_acute,filipino,active
,"may facial droop","Facial Droop",facial_droop,filipino,active
,"masakit ang facial droop","Facial Droop",facial_droop,filipino,active
