id,patient_complaint_hiligaynon,normalized_symptom,english_translation,medical_term,body_system,urgency_level,alternative_spellings,possible_conditions,confidence_keywords
9279,complain ko kay ginakapos ko ginhawa halin sang aga ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9280,complain ko kay ginakapos ko ginhawa kagapon na gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9281,complain ko kay ginakapos ko ginhawa sige gid ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9282,complain ko kay grabe hingal ko man,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9283,complain ko kay grabe hingal ko na gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9284,complain ko kay gutok gid ko halin sang aga man,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9285,complain ko kay gutok gid ko halin sang gabii gid ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9286,complain ko kay hard to breathe gid ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9287,complain ko kay hard to breathe gid ko gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9288,complain ko kay hard to breathe gid ko gid ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9289,complain ko kay hard to breathe gid ko gid ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9290,complain ko kay hard to breathe gid ko ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9291,complain ko kay hard to breathe gid ko man,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9292,complain ko kay hard to breathe gid ko subong,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9293,complain ko kay indi ko makaginhawa maayo,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9294,complain ko kay indi ko makaginhawa maayo gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9295,complain ko kay indi ko makaginhawa maayo gid ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9296,complain ko kay indi ko makaginhawa maayo man,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9297,complain ko kay lisod magginhawa ko halin sang gabii gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9298,complain ko kay lisod magginhawa ko halin sang gabii gid ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9299,complain ko kay lisod magginhawa ko kagapon gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9300,complain ko kay lisod magginhawa ko karon na gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9301,complain ko kay lisod magginhawa ko karon subong,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9302,complain ko kay lisod magginhawa ko pirmi ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9303,complain ko kay lisod magginhawa ko sige ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9304,complain ko kay lisod magginhawa ko sige na gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9305,complain ko kay lisod magginhawa ko since yesterday ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9306,complain ko kay lisod magginhawa ko since yesterday ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9307,complain ko kay may ubo ko kag budlay ginhawa ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9308,complain ko kay may ubo ko kag budlay ginhawa gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9309,complain ko kay may ubo ko kag budlay ginhawa gid ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9310,complain ko kay may ubo ko kag budlay ginhawa ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9311,complain ko kay may ubo ko kag budlay ginhawa na gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9312,daw budlay dako gid akon ginhawa gid ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9313,daw budlay gid akon ginhawa ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9314,daw budlay ginhawa ko subong na gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9315,daw budlay grabeh akon ginhawa,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9316,daw budlay grabeh akon ginhawa ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9317,daw budlay sobra akon ginhawa ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9318,daw daw ginapigos ko ginhawa,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9319,daw daw ginapigos ko ginhawa gid ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9320,daw daw ginapigos ko ginhawa ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9321,daw daw ginapigos ko ginhawa na gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9322,daw daw ginapigos ko ginhawa subong,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9323,daw daw indi ko ka ginhawa tarong ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9324,daw daw indi ko ka ginhawa tarong gid ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9325,daw daw indi ko ka ginhawa tarong ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9326,daw daw indi ko ka ginhawa tarong man,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9327,daw daw indi ko ka ginhawa tarong na gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9328,daw daw may tightness dughan kag indi ko ginhawa,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9329,daw daw may tightness dughan kag indi ko ginhawa gid ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9330,daw daw may tightness dughan kag indi ko ginhawa man,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9331,daw ga utok-utok akon dughan,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9332,daw ga utok-utok akon dughan ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9333,daw ga utok-utok akon dughan ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9334,daw ga utok-utok akon dughan man,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9335,daw ginahingal ko halin sang aga gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9336,daw ginahingal ko halin sang aga gid ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9337,daw ginahingal ko halin sang gabii na gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9338,daw ginahingal ko kagapon gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9339,daw ginahingal ko kagapon na gid,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9340,daw ginahingal ko karon ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9341,daw ginahingal ko pirmi ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9342,daw ginahingal ko pirmi ko,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9343,daw ginahingal ko pirmi man,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9344,daw ginakapos gid ko halin sang aga ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9345,daw ginakapos gid ko halin sang aga gid ako,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
9346,daw ginakapos gid ko halin sang aga man,difficulty breathing,shortness of breath,dyspnea,respiratory,High,ginakapos ginhawa;gutok;budlay ginhawa;ginakapos;lisod magginhawa;hingal,asthma;COPD;pneumonia;anxiety;heart failure,breathing;lungs;dyspnea;respiratory
