symptom_id,symptom_name,standardized_concept,category,language,local_term,status
6359,Anaphylactoid-type Reaction,anaphylactoid-type_reaction,general,english,,active
6360,Anaphylaxis,anaphylaxis,general,english,,active
6361,Anaplastic Carcinoma of the Skin,anaplastic_carcinoma_of_the_skin,general,english,,active
6362,Anaplastic Large-cell Lymphoma,anaplastic_large-cell_lymphoma,general,english,,active
6363,Anaplastic Thyroid Carcinoma,anaplastic_thyroid_carcinoma,general,english,,active
6364,Anarthria,anarthria,general,english,,active
6365,Anasarca,anasarca,general,english,,active
6366,"Androgen Exposure, Exogenous","androgen_exposure,_exogenous",general,english,,active
6367,Androgen Insufficiency,androgen_insufficiency,general,english,,active
6368,Anejaculation,anejaculation,general,english,,active
6369,Anemia,anemia,general,english,,active
6370,Anemia Corrected By Uridylic Acid and Cytidylic Acid,anemia_corrected_by_uridylic_acid_and_cytidylic_acid,general,english,,active
6371,Anemia Due to Reduced Life Span of Red Cells,anemia_due_to_reduced_life_span_of_red_cells,general,english,,active
6372,Anemia of Inadequate Production,anemia_of_inadequate_production,general,english,,active
6373,"Anemia, Dyserythropoietic","anemia,_dyserythropoietic",general,english,,active
6374,Anemic Pallor,anemic_pallor,general,english,,active
6375,Anencephaly,anencephaly,general,english,,active
6376,Anesthesia of Skin,anesthesia_of_skin,general,english,,active
6377,Anesthesic-triggered Malignant Hyperthermia,anesthesic-triggered_malignant_hyperthermia,general,english,,active
6378,Anesthetic-induced Rhabdomylosis,anesthetic-induced_rhabdomylosis,general,english,,active
6379,Anesthetics Trigger Episodes,anesthetics_trigger_episodes,general,english,,active
6380,Anesthetics Triggered Symptoms,anesthetics_triggered_symptoms,general,english,,active
6381,Anetoderma,anetoderma,general,english,,active
6382,Aneurysm of the Ascending Tubular Aorta,aneurysm_of_the_ascending_tubular_aorta,general,english,,active
6383,Aneurysm of the Ductus Arteriosus,aneurysm_of_the_ductus_arteriosus,general,english,,active
6384,Aneurysm of the Muscular Ventricular Septum,aneurysm_of_the_muscular_ventricular_septum,general,english,,active
6385,Aneurysmal Bone Cyst,aneurysmal_bone_cyst,general,english,,active
6386,Aneurysmal Dilatation,aneurysmal_dilatation,general,english,,active
6387,Angel-shaped Phalanx,angel-shaped_phalanx,general,english,,active
6388,Anger,anger,general,english,,active
6389,Angiitis,angiitis,general,english,,active
6390,Angina Pectoris,angina_pectoris,general,english,,active
6391,Angioblastoma,angioblastoma,general,english,,active
6392,Angioblastoma of Nakagawa,angioblastoma_of_nakagawa,general,english,,active
6393,Angioectasia of Mucosa of Nose,angioectasia_of_mucosa_of_nose,general,english,,active
6394,Angioectasia of Mucous Membrane of Nose,angioectasia_of_mucous_membrane_of_nose,general,english,,active
6395,Angioectasia of Nasal Mucous Membrane,angioectasia_of_nasal_mucous_membrane,general,english,,active
6396,Angioectasia of the Oral Mucosa,angioectasia_of_the_oral_mucosa,general,english,,active
6397,Angioectasia of the Oral Mucous Membrane,angioectasia_of_the_oral_mucous_membrane,general,english,,active
6398,Angioedema,angioedema,general,english,,active
6399,Angiofibromas,angiofibromas,general,english,,active
6400,Angioid Streaks,angioid_streaks,general,english,,active
6401,Angioid Streaks of the Fundus,angioid_streaks_of_the_fundus,general,english,,active
6402,Angioid Streaks of the Retina,angioid_streaks_of_the_retina,general,english,,active
6403,"Angioid Streaks, Retina","angioid_streaks,_retina",general,english,,active
6404,Angiokeratoma,angiokeratoma,general,english,,active
6405,Angiokeratoma Circumscriptum Naeviforme,angiokeratoma_circumscriptum_naeviforme,general,english,,active
6406,Angiokeratoma Corporis Diffusum,angiokeratoma_corporis_diffusum,general,english,,active
6407,Angiokeratoma of Mibelli,angiokeratoma_of_mibelli,general,english,,active
6408,Angiokeratomas,angiokeratomas,general,english,,active
6409,Angiolymphoid Hyperplasia with Eosinophilia,angiolymphoid_hyperplasia_with_eosinophilia,general,english,,active
6410,Angioma Serpentinum,angioma_serpentinum,general,english,,active
6411,Angiomyolipoma,angiomyolipoma,general,english,,active
6412,Angioneurotic Edema,angioneurotic_edema,general,english,,active
6413,Angioneurotic Oedema,angioneurotic_oedema,general,english,,active
6414,Angiooedema,angiooedema,general,english,,active
6415,Angiosarcoma,angiosarcoma,general,english,,active
6416,Angiospasm,angiospasm,general,english,,active
6417,Angiotensin-converting Enzyme (ACE) High in Blood,angiotensin-converting_enzyme_(ace)_high_in_blood,general,english,,active
6418,Angiotensin-converting Enzyme (ACE) High in CSF,angiotensin-converting_enzyme_(ace)_high_in_csf,general,english,,active
6419,Angiotensin-converting Enzyme High in CSF,angiotensin-converting_enzyme_high_in_csf,general,english,,active
6420,Angle Closure Glaucoma,angle_closure_glaucoma,general,english,,active
6421,Angular Cheilitis,angular_cheilitis,general,english,,active
6422,Angular Cheilosis,angular_cheilosis,general,english,,active
6423,Angular Muscle Fibers,angular_muscle_fibers,general,english,,active
6424,Angular Muscle Fibres,angular_muscle_fibres,general,english,,active
6425,Angular Stomatitis,angular_stomatitis,general,english,,active
6426,Angulated Antihelix,angulated_antihelix,general,english,,active
6427,Angulated Forearm Bones,angulated_forearm_bones,general,english,,active
6428,Angulated Humerus,angulated_humerus,general,english,,active
6429,Angulated Long Bone,angulated_long_bone,general,english,,active
6430,Angulated Long Bone in Upper Arm,angulated_long_bone_in_upper_arm,general,english,,active
6431,Angulated Muscle Fibers,angulated_muscle_fibers,general,english,,active
6432,Angulation of Penis,angulation_of_penis,general,english,,active
6433,Anhedonia,anhedonia,general,english,,active
6434,Anhedonic,anhedonic,general,english,,active
6435,Anhidrosis,anhidrosis,general,english,,active
6436,Anhidrotic Ectodermal Dysplasia,anhidrotic_ectodermal_dysplasia,general,english,,active
6437,Anhydramnios,anhydramnios,general,english,,active
6438,Anhydrosis,anhydrosis,general,english,,active
6439,Animal Dander Allergy,animal_dander_allergy,general,english,,active
6440,Animal Protein Allergy,animal_protein_allergy,general,english,,active
6441,Aniridia,aniridia,general,english,,active
6442,Anisocoria,anisocoria,general,english,,active
6443,Anisocytosis,anisocytosis,general,english,,active
6444,Anisometropia,anisometropia,general,english,,active
6445,Anisopoikilocytosis,anisopoikilocytosis,general,english,,active
6446,Anisospondyly,anisospondyly,general,english,,active
6447,Ankle Arthritis,ankle_arthritis,general,english,,active
6448,Ankle Clonus,ankle_clonus,general,english,,active
6449,Ankle Contracture,ankle_contracture,general,english,,active
6450,Ankle Dislocation,ankle_dislocation,general,english,,active
6451,Ankle Flexion Contracture,ankle_flexion_contracture,general,english,,active
6452,Ankle Fracture,ankle_fracture,general,english,,active
6453,Ankle Hypermobility,ankle_hypermobility,general,english,,active
6454,Ankle Instability,ankle_instability,general,english,,active
6455,Ankle Joint Effusion,ankle_joint_effusion,general,english,,active
6456,Ankle Pain,ankle_pain,general,english,,active
6457,Ankle Stiffness,ankle_stiffness,general,english,,active
6458,Ankle Swelling,ankle_swelling,general,english,,active
6459,Ankle Weakness,ankle_weakness,general,english,,active
6460,Ankyloblepharon,ankyloblepharon,general,english,,active
6461,Ankyloblepharon Filiforme Adnatum,ankyloblepharon_filiforme_adnatum,general,english,,active
6462,Ankyloglossia,ankyloglossia,general,english,,active
6463,Ankylosis,ankylosis,general,english,,active
6464,Ankylosis of Feet Small Joints,ankylosis_of_feet_small_joints,general,english,,active
6465,Ankylosis of Temporomandibular Joint,ankylosis_of_temporomandibular_joint,general,english,,active
6466,Ankylosis of the Metacarpophalangeal Joint of the Thumb,ankylosis_of_the_metacarpophalangeal_joint_of_the_thumb,general,english,,active
6467,Annular Cutaneous Lesion,annular_cutaneous_lesion,general,english,,active
6468,Annular Pancreas,annular_pancreas,general,english,,active
6469,Annular Scotoma,annular_scotoma,general,english,,active
6470,Annulus Migrans,annulus_migrans,general,english,,active
6471,Anodontia,anodontia,general,english,,active
6472,Anodontia Vera,anodontia_vera,general,english,,active
6473,Anomalous Branches of Internal Carotid Artery,anomalous_branches_of_internal_carotid_artery,general,english,,active
6474,Anomalous Carpal Bones,anomalous_carpal_bones,general,english,,active
6475,Anomalous Coronary Artery Arising From the Opposite Sinus,anomalous_coronary_artery_arising_from_the_opposite_sinus,general,english,,active
6476,Anomalous Hepatic Venous Drainage Into the Left Atrium,anomalous_hepatic_venous_drainage_into_the_left_atrium,general,english,,active
6477,Anomalous Insertion of Papillary Muscle Directly Into Anterior Mitral Leaflet,anomalous_insertion_of_papillary_muscle_directly_into_anterior_mitral_leaflet,general,english,,active
6478,Anomalous Left Coronary Artery From the Pulmonary Artery,anomalous_left_coronary_artery_from_the_pulmonary_artery,general,english,,active
6479,Anomalous Liver Lobulation,anomalous_liver_lobulation,general,english,,active
6480,Anomalous Muscle Bundle of the Right Ventricle,anomalous_muscle_bundle_of_the_right_ventricle,general,english,,active
6481,Anomalous Origin of Coronary Artery From the Pulmonary Artery,anomalous_origin_of_coronary_artery_from_the_pulmonary_artery,general,english,,active
6482,Anomalous Origin of Left Coronary Artery From the Pulmonary Artery,anomalous_origin_of_left_coronary_artery_from_the_pulmonary_artery,general,english,,active
6483,Anomalous Origin of Left Pulmonary Artery From Ascending Aorta,anomalous_origin_of_left_pulmonary_artery_from_ascending_aorta,general,english,,active
6484,Anomalous Origin of Left Subclavian Artery,anomalous_origin_of_left_subclavian_artery,general,english,,active
6485,Anomalous Origin of One Pulmonary Artery From Ascending Aorta,anomalous_origin_of_one_pulmonary_artery_from_ascending_aorta,general,english,,active
6486,Anomalous Origin of Right Coronary Artery From the Pulmonary Artery,anomalous_origin_of_right_coronary_artery_from_the_pulmonary_artery,general,english,,active
6487,Anomalous Origin of Right Pulmonary Artery From Ascending Aorta,anomalous_origin_of_right_pulmonary_artery_from_ascending_aorta,general,english,,active
6488,Anomalous Origin of Right Subclavian Artery,anomalous_origin_of_right_subclavian_artery,general,english,,active
6489,Anomalous Origin of the Circumflex Artery From the Right Sinus of Valsalva,anomalous_origin_of_the_circumflex_artery_from_the_right_sinus_of_valsalva,general,english,,active
6490,Anomalous Origin of the Left Circumflex Artery From the Right Coronary Artery,anomalous_origin_of_the_left_circumflex_artery_from_the_right_coronary_artery,general,english,,active
6491,Anomalous Origin of the Right Common Carotid Artery From the Aorta,anomalous_origin_of_the_right_common_carotid_artery_from_the_aorta,general,english,,active
6492,Anomalous Origin of the Right Subclavian Artery From the Descending Aorta,anomalous_origin_of_the_right_subclavian_artery_from_the_descending_aorta,general,english,,active
6493,Anomalous Pulmonary Venous Return,anomalous_pulmonary_venous_return,general,english,,active
6494,Anomalous Rib Insertion to Vertebrae,anomalous_rib_insertion_to_vertebrae,general,english,,active
6495,Anomalous Right Subclavian Artery,anomalous_right_subclavian_artery,general,english,,active
6496,Anomalous Splenoportal Venous System,anomalous_splenoportal_venous_system,general,english,,active
6497,Anomalous Tracheal Cartilage,anomalous_tracheal_cartilage,general,english,,active
6498,Anomalous Trichromacy,anomalous_trichromacy,general,english,,active
6499,Anomaly of Base of Nose,anomaly_of_base_of_nose,general,english,,active
6500,Anomaly of Cartilage of Nasal Septum,anomaly_of_cartilage_of_nasal_septum,general,english,,active
6501,Anomaly of Cartilage of Nose,anomaly_of_cartilage_of_nose,general,english,,active
6502,Anomaly of Facial Skeleton,anomaly_of_facial_skeleton,general,english,,active
6503,Anomaly of Facial Soft Tissue,anomaly_of_facial_soft_tissue,general,english,,active
6504,Anomaly of Lower Limb Diaphyses,anomaly_of_lower_limb_diaphyses,general,english,,active
6505,Anomaly of Mouth Shape,anomaly_of_mouth_shape,general,english,,active
6506,Anomaly of Mouth Size,anomaly_of_mouth_size,general,english,,active
6507,Anomaly of Nasal Base,anomaly_of_nasal_base,general,english,,active
6508,Anomaly of Nasal Cartilage,anomaly_of_nasal_cartilage,general,english,,active
6509,Anomaly of Nasal Septum,anomaly_of_nasal_septum,general,english,,active
6510,Anomaly of Scalp,anomaly_of_scalp,general,english,,active
6511,Anomaly of Septum of Nose,anomaly_of_septum_of_nose,general,english,,active
6512,Anomaly of Shaft of Long Bone of Lower Limb,anomaly_of_shaft_of_long_bone_of_lower_limb,general,english,,active
6513,Anomaly of the Anterior Horn Cells,anomaly_of_the_anterior_horn_cells,general,english,,active
6514,Anomaly of the Basal Ganglia,anomaly_of_the_basal_ganglia,general,english,,active
6515,Anomaly of the Biliary Tract,anomaly_of_the_biliary_tract,general,english,,active
6516,Anomaly of the Bone Marrow Cells,anomaly_of_the_bone_marrow_cells,general,english,,active
6517,Anomaly of the Columella,anomaly_of_the_columella,general,english,,active
6518,Anomaly of the Epiphyses,anomaly_of_the_epiphyses,general,english,,active
6519,Anomaly of the Esophagus,anomaly_of_the_esophagus,general,english,,active
6520,Anomaly of the External Nose,anomaly_of_the_external_nose,general,english,,active
6521,Anomaly of the Gallbladder,anomaly_of_the_gallbladder,general,english,,active
6522,Anomaly of the Ischium,anomaly_of_the_ischium,general,english,,active
6523,Anomaly of the Joints,anomaly_of_the_joints,general,english,,active
6524,Anomaly of the Limb Diaphyses,anomaly_of_the_limb_diaphyses,general,english,,active
6525,Anomaly of the Limb Diaphyses Morphology,anomaly_of_the_limb_diaphyses_morphology,general,english,,active
6526,Anomaly of the Midface,anomaly_of_the_midface,general,english,,active
